"Four-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"Regional School District 14","Female",109,"*","*","*","*"
"Regional School District 14","Male",92,"*","*","*","*"
"Regional School District 15","Female",146,"*","*","*","*"
"Regional School District 15","Male",174,"*","*","*","*"
"Regional School District 16","Female",81,"*","*","*","*"
"Regional School District 16","Male",105,"*","*","*","*"
"Regional School District 17","Female",84,"*","*","*","*"
"Regional School District 17","Male",80,"*","*","*","*"
"Regional School District 18","Female",58,"*","*","*","*"
"Regional School District 18","Male",56,"*","*","*","*"
"Regional School District 19","Female",171,12,7.0,"*","*"
"Regional School District 19","Male",145,14,9.7,"*","*"
"Ridgefield School District","Female",202,7,3.5,"*","*"
"Ridgefield School District","Male",212,6,2.8,"*","*"
"Rocky Hill School District","Female",82,"*","*","*","*"
"Rocky Hill School District","Male",95,"*","*","*","*"
"Seymour School District","Female",88,6,6.8,"*","*"
"Seymour School District","Male",93,7,7.5,"*","*"
"Shelton School District","Female",189,9,4.8,10,5.3
"Shelton School District","Male",205,13,6.3,7,3.4
"Simsbury School District","Female",190,"*","*","*","*"
"Simsbury School District","Male",210,"*","*","*","*"
"Somers School District","Female",68,"*","*","*","*"
"Somers School District","Male",78,"*","*","*","*"
"South Windsor School District","Female",182,"*","*","*","*"
"South Windsor School District","Male",204,"*","*","*","*"
"Southington School District","Female",250,10,4.0,8,3.2
"Southington School District","Male",240,13,5.4,13,5.4
"Stafford School District","Female",69,"*","*","*","*"
"Stafford School District","Male",60,"*","*","*","*"
"Stamford Academy District","Female",13,6,46.2,"*","*"
"Stamford Academy District","Male",24,15,62.5,"*","*"
"Stamford School District","Female",584,20,3.4,40,6.8
"Stamford School District","Male",634,35,5.5,40,6.3
"Stonington School District","Female",88,"*","*","*","*"
"Stonington School District","Male",114,"*","*","*","*"
"Stratford School District","Female",272,6,2.2,11,4.0
"Stratford School District","Male",297,25,8.4,23,7.7
"Suffield School District","Female",125,"*","*","*","*"
"Suffield School District","Male",95,"*","*","*","*"
"The Bridge Academy District","Female",17,"*","*","*","*"
"The Bridge Academy District","Male",19,"*","*","*","*"
"The Gilbert School District","Female",45,"*","*",7,15.6
"The Gilbert School District","Male",49,"*","*",7,14.3
"Thomaston School District","Female",41,"*","*","*","*"
"Thomaston School District","Male",39,"*","*","*","*"
"Thompson School District","Female",42,"*","*","*","*"
"Thompson School District","Male",45,"*","*","*","*"
"Tolland School District","Female",116,"*","*","*","*"
"Tolland School District","Male",128,"*","*","*","*"
"Torrington School District","Female",134,6,4.5,"*","*"
"Torrington School District","Male",144,19,13.2,"*","*"
"Trumbull School District","Female",279,"*","*","*","*"
"Trumbull School District","Male",271,"*","*","*","*"
"Unified School District #1","Female",14,"*","*",9,64.3
"Unified School District #1","Male",358,"*","*",229,64.0
"Unified School District #2","Female",10,"*","*",7,70.0
"Unified School District #2","Male",53,"*","*",29,54.7
"Vernon School District","Female",127,"*","*",13,10.2
"Vernon School District","Male",115,"*","*",18,15.7
"Wallingford School District","Female",302,7,2.3,14,4.6
"Wallingford School District","Male",233,15,6.4,13,5.6
"Waterbury School District","Female",631,20,3.2,159,25.2
"Waterbury School District","Male",669,44,6.6,213,31.8
"Waterford School District","Female",111,"*","*","*","*"
"Waterford School District","Male",132,"*","*","*","*"
"Watertown School District","Female",139,"*","*",8,5.8
"Watertown School District","Male",133,"*","*",12,9.0
"West Hartford School District","Female",423,12,2.8,13,3.1
"West Hartford School District","Male",412,12,2.9,20,4.9
"West Haven School District","Female",203,11,5.4,32,15.8
"West Haven School District","Male",236,23,9.7,67,28.4
"Westbrook School District","Female",37,"*","*","*","*"
"Westbrook School District","Male",41,"*","*","*","*"
"Weston School District","Female",103,"*","*","*","*"
"Weston School District","Male",105,"*","*","*","*"
"Westport School District","Female",221,"*","*","*","*"
"Westport School District","Male",245,"*","*","*","*"
"Wethersfield School District","Female",128,"*","*","*","*"
"Wethersfield School District","Male",142,"*","*","*","*"
"Wilton School District","Female",163,"*","*","*","*"
"Wilton School District","Male",163,"*","*","*","*"
"Windham School District","Female",91,8,8.8,13,14.3
"Windham School District","Male",107,12,11.2,16,15.0
"Windsor Locks School District","Female",78,"*","*","*","*"
"Windsor Locks School District","Male",62,"*","*","*","*"
"Windsor School District","Female",174,14,8.0,14,8.0
"Windsor School District","Male",181,21,11.6,17,9.4
"Wolcott School District","Female",111,"*","*","*","*"
"Wolcott School District","Male",110,"*","*","*","*"
"Woodstock Academy District","Female",157,"*","*","*","*"
"Woodstock Academy District","Male",127,"*","*","*","*"

