"Four-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"New London School District","Female",116,19,16.4,26,22.4
"New London School District","Male",146,29,19.9,24,16.4
"New Milford School District","Female",187,"*","*",14,7.5
"New Milford School District","Male",216,"*","*",22,10.2
"Newington School District","Female",205,9,4.4,11,5.4
"Newington School District","Male",208,32,15.4,15,7.2
"Newtown School District","Female",245,"*","*",9,3.7
"Newtown School District","Male",201,"*","*",8,4.0
"North Branford School District","Female",95,"*","*","*","*"
"North Branford School District","Male",100,"*","*","*","*"
"North Haven School District","Female",166,"*","*",11,6.6
"North Haven School District","Male",140,"*","*",13,9.3
"North Stonington School District","Female",31,"*","*","*","*"
"North Stonington School District","Male",36,"*","*","*","*"
"Norwalk School District","Female",440,18,4.1,40,9.1
"Norwalk School District","Male",459,40,8.7,44,9.6
"Norwich Free Academy District","Female",313,10,3.2,40,12.8
"Norwich Free Academy District","Male",324,14,4.3,55,17.0
"Norwich School District","Female",13,"*","*","*","*"
"Norwich School District","Male",16,"*","*","*","*"
"Old Saybrook School District","Female",60,"*","*","*","*"
"Old Saybrook School District","Male",63,"*","*","*","*"
"Oxford School District","Female",76,"*","*","*","*"
"Oxford School District","Male",79,"*","*","*","*"
"Plainfield School District","Female",128,"*","*",12,9.4
"Plainfield School District","Male",102,"*","*",8,7.8
"Plainville School District","Female",119,"*","*",10,8.4
"Plainville School District","Male",116,"*","*",11,9.5
"Plymouth School District","Female",58,"*","*","*","*"
"Plymouth School District","Male",82,"*","*","*","*"
"Portland School District","Female",46,"*","*",7,15.2
"Portland School District","Male",51,"*","*",7,13.7
"Putnam School District","Female",35,"*","*","*","*"
"Putnam School District","Male",40,"*","*","*","*"
"Regional School District 01","Female",67,"*","*","*","*"
"Regional School District 01","Male",71,"*","*","*","*"
"Regional School District 04","Female",74,"*","*",9,12.2
"Regional School District 04","Male",97,"*","*",8,8.2
"Regional School District 05","Female",184,"*","*","*","*"
"Regional School District 05","Male",225,"*","*","*","*"
"Regional School District 06","Female",60,"*","*","*","*"
"Regional School District 06","Male",44,"*","*","*","*"
"Regional School District 07","Female",112,"*","*","*","*"
"Regional School District 07","Male",96,"*","*","*","*"
"Regional School District 08","Female",128,8,6.3,6,4.7
"Regional School District 08","Male",139,13,9.4,14,10.1
"Regional School District 09","Female",107,"*","*","*","*"
"Regional School District 09","Male",113,"*","*","*","*"
"Regional School District 10","Female",87,"*","*","*","*"
"Regional School District 10","Male",90,"*","*","*","*"
"Regional School District 11","Female",24,"*","*","*","*"
"Regional School District 11","Male",14,"*","*","*","*"
"Regional School District 12","Female",41,"*","*","*","*"
"Regional School District 12","Male",52,"*","*","*","*"
"Regional School District 13","Female",70,"*","*","*","*"
"Regional School District 13","Male",71,"*","*","*","*"
"Regional School District 14","Female",108,"*","*","*","*"
"Regional School District 14","Male",110,"*","*","*","*"
"Regional School District 15","Female",194,"*","*",8,4.1
"Regional School District 15","Male",196,"*","*",8,4.1
"Regional School District 16","Female",99,"*","*","*","*"
"Regional School District 16","Male",97,"*","*","*","*"
"Regional School District 17","Female",77,"*","*","*","*"
"Regional School District 17","Male",104,"*","*","*","*"
"Regional School District 18","Female",77,"*","*","*","*"
"Regional School District 18","Male",58,"*","*","*","*"
"Regional School District 19","Female",134,"*","*",12,9.0
"Regional School District 19","Male",150,"*","*",11,7.3
"Ridgefield School District","Female",224,"*","*","*","*"
"Ridgefield School District","Male",210,"*","*","*","*"
"Rocky Hill School District","Female",95,"*","*",6,6.3
"Rocky Hill School District","Male",82,"*","*",7,8.5
"Seymour School District","Female",91,"*","*",8,8.8
"Seymour School District","Male",98,"*","*",14,14.3
"Shelton School District","Female",205,9,4.4,13,6.3
"Shelton School District","Male",196,16,8.2,11,5.6
"Simsbury School District","Female",163,"*","*","*","*"
"Simsbury School District","Male",195,"*","*","*","*"
"Somers School District","Female",71,"*","*","*","*"
"Somers School District","Male",74,"*","*","*","*"
"South Windsor School District","Female",187,"*","*",6,3.2
"South Windsor School District","Male",238,"*","*",17,7.1
"Southington School District","Female",282,9,3.2,10,3.5
"Southington School District","Male",265,24,9.1,9,3.4
"Stafford School District","Female",67,6,9.0,"*","*"
"Stafford School District","Male",68,10,14.7,"*","*"
"Stamford Academy District","Female",23,8,34.8,"*","*"
"Stamford Academy District","Male",32,15,46.9,"*","*"
"Stamford School District","Female",581,28,4.8,39,6.7
"Stamford School District","Male",608,64,10.5,44,7.2
"Stonington School District","Female",105,"*","*","*","*"
"Stonington School District","Male",107,"*","*","*","*"
"Stratford School District","Female",307,9,2.9,16,5.2
"Stratford School District","Male",274,17,6.2,27,9.9
"Suffield School District","Female",122,"*","*","*","*"
"Suffield School District","Male",93,"*","*","*","*"
"The Bridge Academy District","Female",9,"*","*","*","*"
"The Bridge Academy District","Male",19,"*","*","*","*"
"The Gilbert School District","Female",45,"*","*","*","*"
"The Gilbert School District","Male",30,"*","*","*","*"
"Thomaston School District","Female",50,"*","*","*","*"
"Thomaston School District","Male",55,"*","*","*","*"
"Thompson School District","Female",51,"*","*","*","*"
"Thompson School District","Male",44,"*","*","*","*"
"Tolland School District","Female",110,"*","*","*","*"
"Tolland School District","Male",114,"*","*","*","*"
"Torrington School District","Female",127,6,4.7,18,14.2
"Torrington School District","Male",156,14,9.0,26,16.7
"Trumbull School District","Female",280,"*","*","*","*"
"Trumbull School District","Male",223,"*","*","*","*"
"Unified School District #1","Female",52,"*","*",50,96.2
"Unified School District #1","Male",503,"*","*",312,62.0
"Unified School District #2","Female",10,6,60.0,"*","*"
"Unified School District #2","Male",40,14,35.0,"*","*"
"Vernon School District","Female",156,6,3.8,22,14.1
"Vernon School District","Male",134,13,9.7,12,9.0
"Wallingford School District","Female",278,"*","*",21,7.6
"Wallingford School District","Male",283,"*","*",23,8.1
"Waterbury School District","Female",667,27,4.0,177,26.5
"Waterbury School District","Male",642,36,5.6,209,32.6
"Waterford School District","Female",143,"*","*",8,5.6
"Waterford School District","Male",129,"*","*",9,7.0
"Watertown School District","Female",123,"*","*","*","*"
"Watertown School District","Male",125,"*","*","*","*"
"West Hartford School District","Female",409,16,3.9,23,5.6
"West Hartford School District","Male",420,24,5.7,17,4.0
"West Haven School District","Female",224,10,4.5,51,22.8
"West Haven School District","Male",236,22,9.3,64,27.1
"Westbrook School District","Female",30,"*","*","*","*"
"Westbrook School District","Male",45,"*","*","*","*"
"Weston School District","Female",111,"*","*","*","*"
"Weston School District","Male",84,"*","*","*","*"
"Westport School District","Female",217,"*","*","*","*"
"Westport School District","Male",258,"*","*","*","*"
"Wethersfield School District","Female",153,"*","*",8,5.2
"Wethersfield School District","Male",152,"*","*",7,4.6
"Wilton School District","Female",144,"*","*","*","*"
"Wilton School District","Male",162,"*","*","*","*"
"Windham School District","Female",124,6,4.8,35,28.2
"Windham School District","Male",143,40,28.0,23,16.1
"Windsor Locks School District","Female",63,"*","*","*","*"
"Windsor Locks School District","Male",72,"*","*","*","*"
"Windsor School District","Female",161,13,8.1,11,6.8
"Windsor School District","Male",192,15,7.8,21,10.9
"Wolcott School District","Female",114,"*","*","*","*"
"Wolcott School District","Male",112,"*","*","*","*"
"Woodstock Academy District","Female",155,"*","*",7,4.5
"Woodstock Academy District","Male",144,"*","*",6,4.2

