"Four-Year Graduation Rates, 2014-15"
"All Districts, Gender"

"",,,"Graduates",
"Middletown School District","Female",165,148,89.7
"Middletown School District","Male",150,130,86.7
"Milford School District","Female",228,212,93.0
"Milford School District","Male",231,205,88.7
"Monroe School District","Female",154,153,99.4
"Monroe School District","Male",167,160,95.8
"Montville School District","Female",86,81,94.2
"Montville School District","Male",93,86,92.5
"Naugatuck School District","Female",159,144,90.6
"Naugatuck School District","Male",178,144,80.9
"New Britain School District","Female",330,238,72.1
"New Britain School District","Male",330,215,65.2
"New Canaan School District","Female",151,149,98.7
"New Canaan School District","Male",156,155,99.4
"New Fairfield School District","Female",138,137,99.3
"New Fairfield School District","Male",126,124,98.4
"New Haven School District","Female",734,567,77.2
"New Haven School District","Male",751,548,73.0
"New London School District","Female",93,79,84.9
"New London School District","Male",109,70,64.2
"New Milford School District","Female",185,176,95.1
"New Milford School District","Male",186,159,85.5
"Newington School District","Female",168,161,95.8
"Newington School District","Male",190,171,90.0
"Newtown School District","Female",228,224,98.2
"Newtown School District","Male",225,208,92.4
"North Branford School District","Female",88,85,96.6
"North Branford School District","Male",78,70,89.7
"North Haven School District","Female",149,140,94.0
"North Haven School District","Male",147,130,88.4
"North Stonington School District","Female",26,24,92.3
"North Stonington School District","Male",25,23,92.0
"Norwalk School District","Female",467,423,90.6
"Norwalk School District","Male",409,362,88.5
"Norwich Free Academy District","Female",305,279,91.5
"Norwich Free Academy District","Male",285,238,83.5
"Old Saybrook School District","Female",71,68,95.8
"Old Saybrook School District","Male",55,52,94.5
"Oxford School District","Female",67,64,95.5
"Oxford School District","Male",58,52,89.7
"Plainfield School District","Female",79,67,84.8
"Plainfield School District","Male",89,70,78.7
"Plainville School District","Female",77,70,90.9
"Plainville School District","Male",105,92,87.6
"Plymouth School District","Female",59,54,91.5
"Plymouth School District","Male",62,52,83.9
"Portland School District","Female",49,47,95.9
"Portland School District","Male",43,36,83.7
"Putnam School District","Female",25,22,88.0
"Putnam School District","Male",40,34,85.0
"Regional School District 01","Female",45,43,95.6
"Regional School District 01","Male",42,39,92.9
"Regional School District 04","Female",81,77,95.1
"Regional School District 04","Male",101,99,98.0
"Regional School District 05","Female",209,204,97.6
"Regional School District 05","Male",208,198,95.2
"Regional School District 06","Female",46,44,95.7
"Regional School District 06","Male",41,39,95.1
"Regional School District 07","Female",74,71,95.9
"Regional School District 07","Male",69,68,98.6
"Regional School District 08","Female",119,116,97.5
"Regional School District 08","Male",150,133,88.7
"Regional School District 09","Female",129,128,99.2
"Regional School District 09","Male",127,118,92.9
"Regional School District 10","Female",98,95,96.9
"Regional School District 10","Male",93,88,94.6
"Regional School District 11","Female",22,22,100.0
"Regional School District 11","Male",29,28,96.6
"Regional School District 12","Female",34,34,100.0
"Regional School District 12","Male",38,36,94.7
"Regional School District 13","Female",77,71,92.2
"Regional School District 13","Male",77,70,90.9
"Regional School District 14","Female",116,115,99.1
"Regional School District 14","Male",73,71,97.3
"Regional School District 15","Female",154,146,94.8
"Regional School District 15","Male",139,132,95.0
"Regional School District 16","Female",101,96,95.0
"Regional School District 16","Male",66,62,93.9
"Regional School District 17","Female",87,85,97.7
"Regional School District 17","Male",81,77,95.1
"Regional School District 18","Female",36,35,97.2
"Regional School District 18","Male",53,49,92.5
"Regional School District 19","Female",133,124,93.2
"Regional School District 19","Male",159,143,89.9
"Ridgefield School District","Female",222,216,97.3
"Ridgefield School District","Male",224,213,95.1
"Rocky Hill School District","Female",108,101,93.5
"Rocky Hill School District","Male",88,80,90.9
"Seymour School District","Female",64,55,85.9
"Seymour School District","Male",84,77,91.7
"Shelton School District","Female",188,180,95.7
"Shelton School District","Male",182,168,92.3
"Simsbury School District","Female",183,175,95.6
"Simsbury School District","Male",199,189,95.0
"Somers School District","Female",60,57,95.0
"Somers School District","Male",70,65,92.9
"South Windsor School District","Female",169,158,93.5
"South Windsor School District","Male",186,170,91.4
"Southington School District","Female",245,235,95.9
"Southington School District","Male",274,247,90.1
"Stafford School District","Female",58,56,96.6
"Stafford School District","Male",34,29,85.3
"Stamford Academy District","Female",25,8,32.0
"Stamford Academy District","Male",23,8,34.8
"Stamford School District","Female",578,509,88.1
"Stamford School District","Male",639,555,86.9
"Stonington School District","Female",108,103,95.4
"Stonington School District","Male",92,78,84.8
"Stratford School District","Female",277,251,90.6
"Stratford School District","Male",258,239,92.6
"Suffield School District","Female",112,111,99.1
"Suffield School District","Male",100,92,92.0
"The Bridge Academy District","Female",20,18,90.0
"The Bridge Academy District","Male",12,10,83.3
"The Gilbert School District","Female",34,32,94.1
"The Gilbert School District","Male",56,49,87.5
"Thomaston School District","Female",24,23,95.8
"Thomaston School District","Male",39,38,97.4
"Thompson School District","Female",26,25,96.2
"Thompson School District","Male",44,40,90.9
"Tolland School District","Female",101,97,96.0
"Tolland School District","Male",111,104,93.7
"Torrington School District","Female",126,112,88.9
"Torrington School District","Male",156,124,79.5
"Trumbull School District","Female",271,267,98.5
"Trumbull School District","Male",263,257,97.7
"Unified School District #1","Female",23,"*","*"
"Unified School District #1","Male",389,"*","*"
"Unified School District #2","Female",10,"*","*"
"Unified School District #2","Male",32,"*","*"
"Vernon School District","Female",117,100,85.5
"Vernon School District","Male",127,106,83.5
"Wallingford School District","Female",264,249,94.3
"Wallingford School District","Male",238,219,92.0
"Waterbury School District","Female",691,506,73.2
"Waterbury School District","Male",653,424,64.9
"Waterford School District","Female",108,105,97.2
"Waterford School District","Male",108,96,88.9
"Watertown School District","Female",102,95,93.1
"Watertown School District","Male",103,86,83.5
"West Hartford School District","Female",373,351,94.1
"West Hartford School District","Male",365,337,92.3
"West Haven School District","Female",209,172,82.3
"West Haven School District","Male",215,157,73.0
"Westbrook School District","Female",36,35,97.2
"Westbrook School District","Male",42,41,97.6
"Weston School District","Female",73,70,95.9
"Weston School District","Male",94,91,96.8
"Westport School District","Female",248,247,99.6
"Westport School District","Male",214,209,97.7
"Wethersfield School District","Female",136,128,94.1
"Wethersfield School District","Male",148,130,87.8
"Wilton School District","Female",153,148,96.7
"Wilton School District","Male",177,169,95.5
"Windham School District","Female",61,51,83.6
"Windham School District","Male",69,54,78.3
"Windsor Locks School District","Female",57,47,82.5
"Windsor Locks School District","Male",74,67,90.5
"Windsor School District","Female",146,132,90.4
"Windsor School District","Male",164,141,86.0
"Wolcott School District","Female",92,89,96.7
"Wolcott School District","Male",88,85,96.6
"Woodstock Academy District","Female",149,147,98.7
"Woodstock Academy District","Male",137,135,98.5

