"Four-Year Graduation Rates, 2015-16",,,,,
"All Districts, Gender",,,,,
,,,,,
,,,,Graduates,
Montville School District,0860011,Female,90,80,88.9
Montville School District,0860011,Male,90,84,93.3
Naugatuck School District,0880011,Female,138,119,86.2
Naugatuck School District,0880011,Male,172,145,84.3
New Britain School District,0890011,Female,305,232,76.1
New Britain School District,0890011,Male,340,222,65.3
New Canaan School District,0900011,Female,135,*,*
New Canaan School District,0900011,Male,145,*,*
New Fairfield School District,0910011,Female,108,*,*
New Fairfield School District,0910011,Male,135,*,*
New Haven School District,0930011,Female,772,639,82.8
New Haven School District,0930011,Male,675,483,71.6
New London School District,0950011,Female,94,72,76.6
New London School District,0950011,Male,149,108,72.5
New Milford School District,0960011,Female,158,148,93.7
New Milford School District,0960011,Male,184,165,89.7
Newington School District,0940011,Female,151,144,95.4
Newington School District,0940011,Male,159,143,89.9
Newtown School District,0970011,Female,204,198,97.1
Newtown School District,0970011,Male,220,207,94.1
North Branford School District,0990011,Female,74,71,95.9
North Branford School District,0990011,Male,70,62,88.6
North Haven School District,1010011,Female,135,*,*
North Haven School District,1010011,Male,131,*,*
North Stonington School District,1020011,Female,23,*,*
North Stonington School District,1020011,Male,26,*,*
Norwalk School District,1030011,Female,413,384,93
Norwalk School District,1030011,Male,400,351,87.8
Norwich Free Academy District,9010022,Female,300,253,84.3
Norwich Free Academy District,9010022,Male,278,227,81.7
Old Saybrook School District,1060011,Female,67,*,*
Old Saybrook School District,1060011,Male,68,*,*
Oxford School District,1080011,Female,74,*,*
Oxford School District,1080011,Male,69,*,*
Path Academy District,2930013,Female,12,*,*
Path Academy District,2930013,Male,26,*,*
Plainfield School District,1090011,Female,89,78,87.6
Plainfield School District,1090011,Male,108,84,77.8
Plainville School District,1100011,Female,102,96,94.1
Plainville School District,1100011,Male,99,87,87.9
Plymouth School District,1110011,Female,50,46,92
Plymouth School District,1110011,Male,56,47,83.9
Portland School District,1130011,Female,48,46,95.8
Portland School District,1130011,Male,41,39,95.1
Putnam School District,1160011,Female,39,36,92.3
Putnam School District,1160011,Male,33,31,93.9
Regional School District 01,2010012,Female,52,*,*
Regional School District 01,2010012,Male,48,*,*
Regional School District 04,2040012,Female,87,84,96.6
Regional School District 04,2040012,Male,63,63,100
Regional School District 05,2050012,Female,185,175,94.6
Regional School District 05,2050012,Male,212,201,94.8
Regional School District 06,2060012,Female,56,*,*
Regional School District 06,2060012,Male,46,*,*
Regional School District 07,2070012,Female,88,84,95.5
Regional School District 07,2070012,Male,103,95,92.2
Regional School District 08,2080012,Female,125,123,98.4
Regional School District 08,2080012,Male,136,117,86
Regional School District 09,2090012,Female,133,127,95.5
Regional School District 09,2090012,Male,121,116,95.9
Regional School District 10,2100012,Female,81,77,95.1
Regional School District 10,2100012,Male,115,110,95.7
Regional School District 11,2110012,Female,16,*,*
Regional School District 11,2110012,Male,17,*,*
Regional School District 12,2120012,Female,37,*,*
Regional School District 12,2120012,Male,41,*,*
Regional School District 13,2130012,Female,74,*,*
Regional School District 13,2130012,Male,75,*,*
Regional School District 14,2140012,Female,98,*,*
Regional School District 14,2140012,Male,87,*,*
Regional School District 15,2150012,Female,149,141,94.6
Regional School District 15,2150012,Male,140,132,94.3
Regional School District 16,2160012,Female,90,87,96.7
Regional School District 16,2160012,Male,96,88,91.7
Regional School District 17,2170012,Female,80,*,*
Regional School District 17,2170012,Male,69,*,*
Regional School District 18,2180012,Female,41,*,*
Regional School District 18,2180012,Male,62,*,*
Regional School District 19,2190012,Female,161,151,93.8
Regional School District 19,2190012,Male,127,114,89.8
Ridgefield School District,1180011,Female,215,210,97.7
Ridgefield School District,1180011,Male,215,207,96.3
Rocky Hill School District,1190011,Female,94,88,93.6
Rocky Hill School District,1190011,Male,89,82,92.1
Seymour School District,1240011,Female,89,*,*
Seymour School District,1240011,Male,77,*,*
Shelton School District,1260011,Female,209,197,94.3
Shelton School District,1260011,Male,207,184,88.9
Simsbury School District,1280011,Female,175,168,96
Simsbury School District,1280011,Male,191,180,94.2
Somers School District,1290011,Female,52,*,*
Somers School District,1290011,Male,73,*,*
South Windsor School District,1320011,Female,169,161,95.3
South Windsor School District,1320011,Male,156,144,92.3
Southington School District,1310011,Female,240,232,96.7
Southington School District,1310011,Male,258,234,90.7
Stafford School District,1340011,Female,64,*,*
Stafford School District,1340011,Male,50,*,*
Stamford Academy District,2820013,Female,22,*,*
Stamford Academy District,2820013,Male,31,*,*
Stamford School District,1350011,Female,583,532,91.3
Stamford School District,1350011,Male,608,522,85.9
Stonington School District,1370011,Female,84,81,96.4
Stonington School District,1370011,Male,110,99,90
Stratford School District,1380011,Female,285,263,92.3
Stratford School District,1380011,Male,302,262,86.8
Suffield School District,1390011,Female,99,94,94.9
Suffield School District,1390011,Male,111,103,92.8
The Bridge Academy District,2690013,Female,18,16,*
The Bridge Academy District,2690013,Male,16,11,*
The Gilbert School District,9020022,Female,40,36,90
The Gilbert School District,9020022,Male,61,49,80.3
Thomaston School District,1400011,Female,23,23,100
Thomaston School District,1400011,Male,29,28,96.6
Thompson School District,1410011,Female,34,*,*
Thompson School District,1410011,Male,40,*,*
Tolland School District,1420011,Female,118,*,*
Tolland School District,1420011,Male,99,*,*
Torrington School District,1430011,Female,127,106,83.5
Torrington School District,1430011,Male,162,130,80.2
Trumbull School District,1440011,Female,305,301,98.7
Trumbull School District,1440011,Male,231,225,97.4
Unified School District #1,3360015,Female,21,0,0
Unified School District #1,3360015,Male,320,6,1.9
Unified School District #2,3470015,Female,*,*,*
Unified School District #2,3470015,Male,*,*,*
Vernon School District,1460011,Female,113,92,81.4
Vernon School District,1460011,Male,95,66,69.5
Wallingford School District,1480011,Female,310,290,93.5
Wallingford School District,1480011,Male,247,218,88.3
Waterbury School District,1510011,Female,641,496,77.4
Waterbury School District,1510011,Male,641,444,69.3
Waterford School District,1520011,Female,97,91,93.8
Waterford School District,1520011,Male,90,83,92.2
Watertown School District,1530011,Female,111,105,94.6
Watertown School District,1530011,Male,116,113,97.4
West Hartford School District,1550011,Female,393,377,95.9
West Hartford School District,1550011,Male,382,351,91.9
West Haven School District,1560011,Female,231,185,80.1
West Haven School District,1560011,Male,234,175,74.8
Westbrook School District,1540011,Female,30,*,*
Westbrook School District,1540011,Male,33,*,*
Weston School District,1570011,Female,108,*,*
Weston School District,1570011,Male,96,*,*
Westport School District,1580011,Female,242,237,97.9
Westport School District,1580011,Male,238,232,97.5
Wethersfield School District,1590011,Female,151,148,98
Wethersfield School District,1590011,Male,160,143,89.4
Wilton School District,1610011,Female,163,*,*
Wilton School District,1610011,Male,179,*,*
Windham School District,1630011,Female,61,49,80.3
Windham School District,1630011,Male,89,70,78.7
Windsor Locks School District,1650011,Female,69,57,82.6
Windsor Locks School District,1650011,Male,75,68,90.7
Windsor School District,1640011,Female,129,116,89.9
Windsor School District,1640011,Male,146,121,82.9
Wolcott School District,1660011,Female,118,112,94.9
Wolcott School District,1660011,Male,101,93,92.1
Woodstock Academy District,9030022,Female,130,*,*
Woodstock Academy District,9030022,Male,114,*,*
