"Four-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"Greenwich School District","Male",331,297,89.7,21,6.3,13,3.9
"Griswold School District","Female",86,76,88.4,"*","*",8,9.3
"Griswold School District","Male",98,85,86.7,"*","*",10,10.2
"Groton School District","Female",167,132,79.0,6,3.6,29,17.4
"Groton School District","Male",178,150,84.3,7,3.9,21,11.8
"Guilford School District","Female",149,146,98.0,"*","*","*","*"
"Guilford School District","Male",138,134,97.1,"*","*","*","*"
"Hamden School District","Female",258,227,88.0,11,4.3,20,7.8
"Hamden School District","Male",265,214,80.8,26,9.8,25,9.4
"Hartford School District","Female",687,476,69.3,93,13.5,118,17.2
"Hartford School District","Male",709,426,60.1,151,21.3,132,18.6
"Killingly School District","Female",92,75,81.5,7,7.6,10,10.9
"Killingly School District","Male",99,72,72.7,8,8.1,19,19.2
"Lebanon School District","Female",70,62,88.6,"*","*","*","*"
"Lebanon School District","Male",62,54,87.1,"*","*","*","*"
"Ledyard School District","Female",114,107,93.9,"*","*",7,6.1
"Ledyard School District","Male",98,87,88.8,"*","*",7,7.1
"Lisbon School District","Female","*","*","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*","*","*"
"Litchfield School District","Female",51,50,98.0,"*","*","*","*"
"Litchfield School District","Male",52,50,96.2,"*","*","*","*"
"Madison School District","Female",174,171,98.3,"*","*","*","*"
"Madison School District","Male",161,153,95.0,"*","*","*","*"
"Manchester School District","Female",255,201,78.8,14,5.5,40,15.7
"Manchester School District","Male",263,178,67.7,36,13.7,49,18.6
"Meriden School District","Female",336,242,72.0,16,4.8,78,23.2
"Meriden School District","Male",291,194,66.7,35,12.0,62,21.3
"Middletown School District","Female",181,144,79.6,10,5.5,27,14.9
"Middletown School District","Male",166,120,72.3,23,13.9,23,13.9
"Milford School District","Female",252,226,89.7,18,7.1,8,3.2
"Milford School District","Male",263,217,82.5,28,10.6,18,6.8
"Monroe School District","Female",156,154,98.7,"*","*","*","*"
"Monroe School District","Male",183,180,98.4,"*","*","*","*"
"Montville School District","Female",108,95,88.0,"*","*",10,9.3
"Montville School District","Male",115,98,85.2,"*","*",16,13.9
"Naugatuck School District","Female",180,162,90.0,"*","*",15,8.3
"Naugatuck School District","Male",188,148,78.7,"*","*",27,14.4
"New Britain School District","Female",326,204,62.6,39,12.0,83,25.5
"New Britain School District","Male",338,198,58.6,53,15.7,87,25.7
"New Canaan School District","Female",175,173,98.9,"*","*","*","*"
"New Canaan School District","Male",154,146,94.8,"*","*","*","*"
"New Fairfield School District","Female",130,127,97.7,"*","*","*","*"
"New Fairfield School District","Male",102,100,98.0,"*","*","*","*"
"New Haven School District","Female",739,566,76.6,45,6.1,128,17.3
"New Haven School District","Male",593,378,63.7,67,11.3,148,25.0
"New London School District","Female",107,67,62.6,17,15.9,23,21.5
"New London School District","Male",132,81,61.4,20,15.2,31,23.5
"New Milford School District","Female",182,171,94.0,"*","*",9,4.9
"New Milford School District","Male",208,181,87.0,"*","*",13,6.3
"Newington School District","Female",156,149,95.5,"*","*","*","*"
"Newington School District","Male",182,152,83.5,"*","*","*","*"
"Newtown School District","Female",200,190,95.0,"*","*",6,3.0
"Newtown School District","Male",206,195,94.7,"*","*",6,2.9
"North Branford School District","Female",88,81,92.0,"*","*","*","*"
"North Branford School District","Male",74,67,90.5,"*","*","*","*"
"North Haven School District","Female",148,138,93.2,"*","*","*","*"
"North Haven School District","Male",144,132,91.7,"*","*","*","*"
"North Stonington School District","Female",19,19,100.0,"*","*","*","*"
"North Stonington School District","Male",35,28,80.0,"*","*","*","*"
"Norwalk School District","Female",449,400,89.1,12,2.7,37,8.2
"Norwalk School District","Male",424,341,80.4,24,5.7,59,13.9
"Norwich Free Academy District","Female",351,313,89.2,"*","*",34,9.7
"Norwich Free Academy District","Male",294,242,82.3,"*","*",47,16.0
"Norwich School District","Female",33,7,21.2,7,21.2,19,57.6
"Norwich School District","Male",34,8,23.5,11,32.4,15,44.1
"Old Saybrook School District","Female",78,74,94.9,"*","*","*","*"
"Old Saybrook School District","Male",66,64,97.0,"*","*","*","*"
"Oxford School District","Female",69,64,92.8,"*","*","*","*"
"Oxford School District","Male",77,70,90.9,"*","*","*","*"
"Plainfield School District","Female",93,80,86.0,7,7.5,6,6.5
"Plainfield School District","Male",110,93,84.5,6,5.5,11,10.0
"Plainville School District","Female",109,98,89.9,"*","*","*","*"
"Plainville School District","Male",98,94,95.9,"*","*","*","*"
"Plymouth School District","Female",68,57,83.8,"*","*","*","*"
"Plymouth School District","Male",71,60,84.5,"*","*","*","*"
"Portland School District","Female",40,37,92.5,"*","*","*","*"
"Portland School District","Male",52,47,90.4,"*","*","*","*"
"Putnam School District","Female",27,22,81.5,"*","*","*","*"
"Putnam School District","Male",38,31,81.6,"*","*","*","*"
"Regional School District 01","Female",63,61,96.8,"*","*","*","*"
"Regional School District 01","Male",77,71,92.2,"*","*","*","*"
"Regional School District 04","Female",81,78,96.3,"*","*","*","*"
"Regional School District 04","Male",79,69,87.3,"*","*","*","*"
"Regional School District 05","Female",214,209,97.7,"*","*","*","*"
"Regional School District 05","Male",220,209,95.0,"*","*","*","*"
"Regional School District 06","Female",54,53,98.1,"*","*","*","*"
"Regional School District 06","Male",33,31,93.9,"*","*","*","*"
"Regional School District 07","Female",114,106,93.0,"*","*","*","*"
"Regional School District 07","Male",91,85,93.4,"*","*","*","*"
"Regional School District 08","Female",140,131,93.6,6,4.3,"*","*"
"Regional School District 08","Male",156,137,87.8,9,5.8,"*","*"
"Regional School District 09","Female",125,123,98.4,"*","*","*","*"
"Regional School District 09","Male",113,108,95.6,"*","*","*","*"
"Regional School District 10","Female",110,107,97.3,"*","*","*","*"
"Regional School District 10","Male",120,114,95.0,"*","*","*","*"
"Regional School District 11","Female",16,15,93.8,"*","*","*","*"
"Regional School District 11","Male",26,25,96.2,"*","*","*","*"
"Regional School District 12","Female",32,29,90.6,"*","*","*","*"
"Regional School District 12","Male",42,34,81.0,"*","*","*","*"
"Regional School District 13","Female",73,71,97.3,"*","*","*","*"
"Regional School District 13","Male",69,67,97.1,"*","*","*","*"
"Regional School District 14","Female",104,103,99.0,"*","*","*","*"
"Regional School District 14","Male",91,86,94.5,"*","*","*","*"
"Regional School District 15","Female",164,159,97.0,"*","*","*","*"
"Regional School District 15","Male",165,149,90.3,"*","*","*","*"
"Regional School District 16","Female",97,91,93.8,"*","*","*","*"
"Regional School District 16","Male",100,90,90.0,"*","*","*","*"
"Regional School District 17","Female",92,87,94.6,"*","*","*","*"
"Regional School District 17","Male",98,91,92.9,"*","*","*","*"
"Regional School District 18","Female",43,41,95.3,"*","*","*","*"
"Regional School District 18","Male",61,60,98.4,"*","*","*","*"
"Regional School District 19","Female",160,144,90.0,8,5.0,8,5.0
"Regional School District 19","Male",138,116,84.1,12,8.7,10,7.2
"Ridgefield School District","Female",209,206,98.6,"*","*","*","*"
"Ridgefield School District","Male",234,229,97.9,"*","*","*","*"
"Rocky Hill School District","Female",98,93,94.9,"*","*","*","*"
"Rocky Hill School District","Male",110,98,89.1,"*","*","*","*"
"Seymour School District","Female",77,72,93.5,"*","*","*","*"
"Seymour School District","Male",77,62,80.5,"*","*","*","*"
"Shelton School District","Female",216,200,92.6,"*","*",11,5.1
"Shelton School District","Male",212,191,90.1,"*","*",11,5.2
"Simsbury School District","Female",186,180,96.8,"*","*","*","*"
"Simsbury School District","Male",221,209,94.6,"*","*","*","*"
"Somers School District","Female",72,71,98.6,"*","*","*","*"
"Somers School District","Male",70,65,92.9,"*","*","*","*"
"South Windsor School District","Female",173,168,97.1,"*","*","*","*"
"South Windsor School District","Male",213,194,91.1,"*","*","*","*"
"Southington School District","Female",260,240,92.3,14,5.4,6,2.3
"Southington School District","Male",238,216,90.8,15,6.3,7,2.9
"Stafford School District","Female",73,66,90.4,"*","*","*","*"
"Stafford School District","Male",69,59,85.5,"*","*","*","*"
"Stamford Academy District","Female",14,9,64.3,"*","*","*","*"
"Stamford Academy District","Male",22,7,31.8,"*","*","*","*"
"Stamford School District","Female",579,512,88.4,20,3.5,47,8.1
"Stamford School District","Male",607,499,82.2,49,8.1,59,9.7
"Stonington School District","Female",86,82,95.3,"*","*","*","*"
"Stonington School District","Male",96,86,89.6,"*","*","*","*"
"Stratford School District","Female",302,274,90.7,10,3.3,18,6.0
"Stratford School District","Male",283,232,82.0,19,6.7,32,11.3
"Suffield School District","Female",100,89,89.0,"*","*","*","*"
"Suffield School District","Male",107,99,92.5,"*","*","*","*"
"The Bridge Academy District","Female",19,17,89.5,"*","*","*","*"
"The Bridge Academy District","Male",23,15,65.2,"*","*","*","*"
"The Gilbert School District","Female",48,44,91.7,"*","*","*","*"
"The Gilbert School District","Male",43,39,90.7,"*","*","*","*"
"Thomaston School District","Female",48,45,93.8,"*","*","*","*"
"Thomaston School District","Male",44,39,88.6,"*","*","*","*"
"Thompson School District","Female",50,46,92.0,"*","*","*","*"
"Thompson School District","Male",51,40,78.4,"*","*","*","*"
"Tolland School District","Female",110,107,97.3,"*","*","*","*"
"Tolland School District","Male",120,115,95.8,"*","*","*","*"
"Torrington School District","Female",145,119,82.1,"*","*",23,15.9
"Torrington School District","Male",156,121,77.6,"*","*",22,14.1
"Trumbull School District","Female",294,287,97.6,"*","*","*","*"
"Trumbull School District","Male",249,241,96.8,"*","*","*","*"
"Unified School District #1","Female",32,"*","*",9,28.1,23,71.9
"Unified School District #1","Male",499,"*","*",140,28.1,350,70.1
"Unified School District #2","Female",8,"*","*","*","*",6,75.0
"Unified School District #2","Male",51,"*","*","*","*",33,64.7
"Vernon School District","Female",138,116,84.1,7,5.1,15,10.9
"Vernon School District","Male",128,102,79.7,9,7.0,17,13.3
"Wallingford School District","Female",273,263,96.3,"*","*",8,2.9
"Wallingford School District","Male",264,233,88.3,"*","*",16,6.1
"Waterbury School District","Female",644,428,66.5,20,3.1,196,30.4
"Waterbury School District","Male",632,371,58.7,52,8.2,209,33.1
"Waterford School District","Female",120,110,91.7,"*","*",6,5.0
"Waterford School District","Male",121,111,91.7,"*","*",7,5.8
"Watertown School District","Female",121,113,93.4,"*","*","*","*"
"Watertown School District","Male",111,98,88.3,"*","*","*","*"
"West Hartford School District","Female",377,363,96.3,8,2.1,6,1.6
"West Hartford School District","Male",376,335,89.1,20,5.3,21,5.6
"West Haven School District","Female",200,157,78.5,"*","*",38,19.0
"West Haven School District","Male",191,125,65.4,"*","*",54,28.3
"Westbrook School District","Female",43,39,90.7,"*","*","*","*"
"Westbrook School District","Male",39,36,92.3,"*","*","*","*"
"Weston School District","Female",105,105,100.0,"*","*","*","*"
"Weston School District","Male",86,85,98.8,"*","*","*","*"
"Westport School District","Female",235,231,98.3,"*","*","*","*"
"Westport School District","Male",194,189,97.4,"*","*","*","*"
"Wethersfield School District","Female",148,138,93.2,"*","*",7,4.7
"Wethersfield School District","Male",144,126,87.5,"*","*",9,6.3
"Wilton School District","Female",155,154,99.4,"*","*","*","*"
"Wilton School District","Male",158,153,96.8,"*","*","*","*"
"Windham School District","Female",79,60,75.9,6,7.6,13,16.5
"Windham School District","Male",102,67,65.7,13,12.7,22,21.6
"Windsor Locks School District","Female",71,65,91.5,"*","*","*","*"
"Windsor Locks School District","Male",77,70,90.9,"*","*","*","*"
"Windsor School District","Female",155,138,89.0,"*","*",12,7.7
"Windsor School District","Male",166,135,81.3,"*","*",16,9.6
"Wolcott School District","Female",114,108,94.7,"*","*","*","*"
"Wolcott School District","Male",105,97,92.4,"*","*","*","*"
"Woodstock Academy District","Female",147,141,95.9,"*","*","*","*"
"Woodstock Academy District","Male",138,131,94.9,"*","*","*","*"

