"Four-Year Graduation Rates, 2018-19"
"All Districts, Gender"

"",,,,"Graduates",
"Plainville School District","=""1100011""","Female",92,89,96.7
"Plainville School District","=""1100011""","Male",94,83,88.3
"Plymouth School District","=""1110011""","Female",58,55,94.8
"Plymouth School District","=""1110011""","Male",67,60,89.6
"Portland School District","=""1130011""","Female",52,50,96.2
"Portland School District","=""1130011""","Male",52,45,86.5
"Putnam School District","=""1160011""","Female",51,48,94.1
"Putnam School District","=""1160011""","Male",41,36,87.8
"Regional School District 01","=""2010012""","Female",60,57,95.0
"Regional School District 01","=""2010012""","Male",55,51,92.7
"Regional School District 04","=""2040012""","Female",66,62,93.9
"Regional School District 04","=""2040012""","Male",83,75,90.4
"Regional School District 05","=""2050012""","Female",183,176,96.2
"Regional School District 05","=""2050012""","Male",175,169,96.6
"Regional School District 06","=""2060012""","Female",46,45,97.8
"Regional School District 06","=""2060012""","Male",43,42,97.7
"Regional School District 07","=""2070012""","Female",106,100,94.3
"Regional School District 07","=""2070012""","Male",96,89,92.7
"Regional School District 08","=""2080012""","Female",111,106,95.5
"Regional School District 08","=""2080012""","Male",123,114,92.7
"Regional School District 09","=""2090012""","Female",108,108,100.0
"Regional School District 09","=""2090012""","Male",127,119,93.7
"Regional School District 10","=""2100012""","Female",104,102,98.1
"Regional School District 10","=""2100012""","Male",94,89,94.7
"Regional School District 11","=""2110012""","Female",20,20,100.0
"Regional School District 11","=""2110012""","Male",22,20,90.9
"Regional School District 12","=""2120012""","Female",34,33,97.1
"Regional School District 12","=""2120012""","Male",33,31,93.9
"Regional School District 13","=""2130012""","Female",68,68,100.0
"Regional School District 13","=""2130012""","Male",72,68,94.4
"Regional School District 14","=""2140012""","Female",101,98,97.0
"Regional School District 14","=""2140012""","Male",93,91,97.8
"Regional School District 15","=""2150012""","Female",139,137,98.6
"Regional School District 15","=""2150012""","Male",169,160,94.7
"Regional School District 16","=""2160012""","Female",89,83,93.3
"Regional School District 16","=""2160012""","Male",82,76,92.7
"Regional School District 17","=""2170012""","Female",77,75,97.4
"Regional School District 17","=""2170012""","Male",83,82,98.8
"Regional School District 18","=""2180012""","Female",60,59,98.3
"Regional School District 18","=""2180012""","Male",54,54,100.0
"Regional School District 19","=""2190012""","Female",143,136,95.1
"Regional School District 19","=""2190012""","Male",149,133,89.3
"Ridgefield School District","=""1180011""","Female",200,194,97.0
"Ridgefield School District","=""1180011""","Male",198,186,93.9
"Rocky Hill School District","=""1190011""","Female",101,98,97.0
"Rocky Hill School District","=""1190011""","Male",89,80,89.9
"Seymour School District","=""1240011""","Female",76,74,97.4
"Seymour School District","=""1240011""","Male",103,83,80.6
"Shelton School District","=""1260011""","Female",182,168,92.3
"Shelton School District","=""1260011""","Male",196,174,88.8
"Simsbury School District","=""1280011""","Female",163,158,96.9
"Simsbury School District","=""1280011""","Male",208,191,91.8
"Somers School District","=""1290011""","Female",65,61,93.8
"Somers School District","=""1290011""","Male",66,60,90.9
"South Windsor School District","=""1320011""","Female",129,124,96.1
"South Windsor School District","=""1320011""","Male",193,172,89.1
"Southington School District","=""1310011""","Female",239,227,95.0
"Southington School District","=""1310011""","Male",235,214,91.1
"Stafford School District","=""1340011""","Female",50,47,94.0
"Stafford School District","=""1340011""","Male",45,45,100.0
"Stamford Academy District","=""2820013""","Female",42,23,54.8
"Stamford Academy District","=""2820013""","Male",37,8,21.6
"Stamford School District","=""1350011""","Female",560,503,89.8
"Stamford School District","=""1350011""","Male",597,501,83.9
"Stonington School District","=""1370011""","Female",82,79,96.3
"Stonington School District","=""1370011""","Male",95,81,85.3
"Stratford School District","=""1380011""","Female",257,243,94.6
"Stratford School District","=""1380011""","Male",263,236,89.7
"Suffield School District","=""1390011""","Female",115,113,98.3
"Suffield School District","=""1390011""","Male",95,87,91.6
"The Bridge Academy District","=""2690013""","Female",21,19,90.5
"The Bridge Academy District","=""2690013""","Male",14,7,"*"
"The Gilbert School District","=""9020022""","Female",48,46,95.8
"The Gilbert School District","=""9020022""","Male",75,68,90.7
"The Woodstock Academy District","=""9030022""","Female",162,157,96.9
"The Woodstock Academy District","=""9030022""","Male",154,149,96.8
"Thomaston School District","=""1400011""","Female",33,32,97.0
"Thomaston School District","=""1400011""","Male",38,34,89.5
"Thompson School District","=""1410011""","Female",35,32,91.4
"Thompson School District","=""1410011""","Male",37,28,75.7
"Tolland School District","=""1420011""","Female",99,95,96.0
"Tolland School District","=""1420011""","Male",100,99,99.0
"Torrington School District","=""1430011""","Female",106,94,88.7
"Torrington School District","=""1430011""","Male",127,96,75.6
"Trumbull School District","=""1440011""","Female",251,244,97.2
"Trumbull School District","=""1440011""","Male",284,275,96.8
"Unified School District #1","=""3360015""","Female",31,0,0.0
"Unified School District #1","=""3360015""","Male",479,13,2.7
"Unified School District #2","=""3470015""","Female",11,"*","*"
"Unified School District #2","=""3470015""","Male",6,"*","*"
"Vernon School District","=""1460011""","Female",113,97,85.8
"Vernon School District","=""1460011""","Male",97,82,84.5
"Wallingford School District","=""1480011""","Female",233,221,94.8
"Wallingford School District","=""1480011""","Male",229,211,92.1
"Waterbury School District","=""1510011""","Female",635,544,85.7
"Waterbury School District","=""1510011""","Male",591,463,78.3
"Waterford School District","=""1520011""","Female",97,91,93.8
"Waterford School District","=""1520011""","Male",104,99,95.2
"Watertown School District","=""1530011""","Female",106,99,93.4
"Watertown School District","=""1530011""","Male",113,91,80.5
"West Hartford School District","=""1550011""","Female",380,362,95.3
"West Hartford School District","=""1550011""","Male",395,368,93.2
"West Haven School District","=""1560011""","Female",223,191,85.7
"West Haven School District","=""1560011""","Male",221,178,80.5
"Westbrook School District","=""1540011""","Female",32,30,93.8
"Westbrook School District","=""1540011""","Male",29,23,79.3
"Weston School District","=""1570011""","Female",99,98,99.0
"Weston School District","=""1570011""","Male",111,107,96.4
"Westport School District","=""1580011""","Female",223,222,99.6
"Westport School District","=""1580011""","Male",256,253,98.8
"Wethersfield School District","=""1590011""","Female",155,146,94.2
"Wethersfield School District","=""1590011""","Male",145,135,93.1
"Wilton School District","=""1610011""","Female",168,166,98.8
"Wilton School District","=""1610011""","Male",146,141,96.6
"Windham School District","=""1630011""","Female",82,66,80.5
"Windham School District","=""1630011""","Male",89,63,70.8
"Windsor Locks School District","=""1650011""","Female",60,54,90.0
"Windsor Locks School District","=""1650011""","Male",62,57,91.9
"Windsor School District","=""1640011""","Female",138,129,93.5
"Windsor School District","=""1640011""","Male",152,124,81.6
"Wolcott School District","=""1660011""","Female",94,93,98.9
"Wolcott School District","=""1660011""","Male",115,111,96.5

