"Four-Year Graduation Rates, 2013-14"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"Derby School District","Female",53,"*","*","*","*"
"Derby School District","Male",49,"*","*","*","*"
"East Granby School District","Female",25,"*","*","*","*"
"East Granby School District","Male",41,"*","*","*","*"
"East Haddam School District","Female",52,"*","*","*","*"
"East Haddam School District","Male",53,"*","*","*","*"
"East Hampton School District","Female",65,"*","*","*","*"
"East Hampton School District","Male",56,"*","*","*","*"
"East Hartford School District","Female",252,21,8.3,25,9.9
"East Hartford School District","Male",255,38,14.9,26,10.2
"East Haven School District","Female",117,"*","*",13,11.1
"East Haven School District","Male",143,"*","*",26,18.2
"East Lyme School District","Female",135,"*","*","*","*"
"East Lyme School District","Male",139,"*","*","*","*"
"East Windsor School District","Female",55,"*","*","*","*"
"East Windsor School District","Male",54,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",38,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",28,"*","*","*","*"
"Ellington School District","Female",93,"*","*","*","*"
"Ellington School District","Male",101,"*","*","*","*"
"Elm City College Preparatory School District","Female",10,"*","*","*","*"
"Elm City College Preparatory School District","Male",14,"*","*","*","*"
"Enfield School District","Female",192,6,3.1,16,8.3
"Enfield School District","Male",232,15,6.5,21,9.1
"Explorations District","Female",10,"*","*","*","*"
"Explorations District","Male",17,"*","*","*","*"
"Fairfield School District","Female",371,"*","*","*","*"
"Fairfield School District","Male",357,"*","*","*","*"
"Farmington School District","Female",156,"*","*","*","*"
"Farmington School District","Male",188,"*","*","*","*"
"Glastonbury School District","Female",309,9,2.9,"*","*"
"Glastonbury School District","Male",276,8,2.9,"*","*"
"Granby School District","Female",105,"*","*","*","*"
"Granby School District","Male",100,"*","*","*","*"
"Greenwich School District","Female",334,11,3.3,"*","*"
"Greenwich School District","Male",336,14,4.2,"*","*"
"Griswold School District","Female",86,"*","*",6,7.0
"Griswold School District","Male",84,"*","*",10,11.9
"Groton School District","Female",153,"*","*",14,9.2
"Groton School District","Male",164,"*","*",23,14.0
"Guilford School District","Female",143,"*","*","*","*"
"Guilford School District","Male",143,"*","*","*","*"
"Hamden School District","Female",211,8,3.8,6,2.8
"Hamden School District","Male",247,26,10.5,10,4.0
"Hartford School District","Female",661,59,8.9,98,14.8
"Hartford School District","Male",709,115,16.2,118,16.6
"Killingly School District","Female",110,7,6.4,7,6.4
"Killingly School District","Male",108,12,11.1,16,14.8
"Learn","Female",90,"*","*","*","*"
"Learn","Male",63,"*","*","*","*"
"Lebanon School District","Female",63,"*","*","*","*"
"Lebanon School District","Male",42,"*","*","*","*"
"Ledyard School District","Female",122,"*","*","*","*"
"Ledyard School District","Male",125,"*","*","*","*"
"Lisbon School District","Female","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*"
"Litchfield School District","Female",34,"*","*","*","*"
"Litchfield School District","Male",35,"*","*","*","*"
"Madison School District","Female",166,"*","*","*","*"
"Madison School District","Male",154,"*","*","*","*"
"Manchester School District","Female",223,18,8.1,17,7.6
"Manchester School District","Male",231,20,8.7,26,11.3
"Meriden School District","Female",288,14,4.9,42,14.6
"Meriden School District","Male",327,36,11.0,55,16.8
"Middletown School District","Female",170,9,5.3,11,6.5
"Middletown School District","Male",164,27,16.5,11,6.7
"Milford School District","Female",252,7,2.8,6,2.4
"Milford School District","Male",256,18,7.0,9,3.5
"Monroe School District","Female",153,"*","*","*","*"
"Monroe School District","Male",147,"*","*","*","*"
"Montville School District","Female",104,"*","*",8,7.7
"Montville School District","Male",89,"*","*",7,7.9
"Naugatuck School District","Female",169,6,3.6,15,8.9
"Naugatuck School District","Male",164,17,10.4,22,13.4
"New Britain School District","Female",326,48,14.7,57,17.5
"New Britain School District","Male",330,69,20.9,65,19.7
"New Canaan School District","Female",171,"*","*","*","*"
"New Canaan School District","Male",141,"*","*","*","*"
"New Fairfield School District","Female",113,"*","*","*","*"
"New Fairfield School District","Male",126,"*","*","*","*"
"New Haven School District","Female",687,34,4.9,100,14.6
"New Haven School District","Male",622,70,11.3,117,18.8
"New London School District","Female",98,9,9.2,13,13.3
"New London School District","Male",130,14,10.8,30,23.1
"New Milford School District","Female",203,6,3.0,8,3.9
"New Milford School District","Male",180,8,4.4,17,9.4
"Newington School District","Female",189,6,3.2,"*","*"
"Newington School District","Male",175,12,6.9,"*","*"
"Newtown School District","Female",206,"*","*","*","*"
"Newtown School District","Male",217,"*","*","*","*"
"North Branford School District","Female",65,"*","*","*","*"
"North Branford School District","Male",85,"*","*","*","*"
"North Haven School District","Female",156,"*","*",11,7.1
"North Haven School District","Male",164,"*","*",9,5.5
"North Stonington School District","Female",24,"*","*","*","*"
"North Stonington School District","Male",32,"*","*","*","*"
"Norwalk School District","Female",412,39,9.5,23,5.6
"Norwalk School District","Male",410,43,10.5,28,6.8
"Norwich Free Academy District","Female",341,7,2.1,28,8.2
"Norwich Free Academy District","Male",272,10,3.7,35,12.9
"Old Saybrook School District","Female",65,"*","*","*","*"
"Old Saybrook School District","Male",72,"*","*","*","*"
"Oxford School District","Female",88,"*","*","*","*"
"Oxford School District","Male",86,"*","*","*","*"
"Plainfield School District","Female",93,"*","*",7,7.5
"Plainfield School District","Male",81,"*","*",10,12.3
"Plainville School District","Female",92,"*","*","*","*"
"Plainville School District","Male",84,"*","*","*","*"
"Plymouth School District","Female",60,"*","*","*","*"
"Plymouth School District","Male",79,"*","*","*","*"
"Portland School District","Female",50,"*","*","*","*"
"Portland School District","Male",62,"*","*","*","*"
"Putnam School District","Female",29,"*","*","*","*"
"Putnam School District","Male",37,"*","*","*","*"
"Regional School District 01","Female",61,"*","*","*","*"
"Regional School District 01","Male",60,"*","*","*","*"
"Regional School District 04","Female",73,"*","*","*","*"
"Regional School District 04","Male",63,"*","*","*","*"
"Regional School District 05","Female",192,"*","*","*","*"
"Regional School District 05","Male",228,"*","*","*","*"
"Regional School District 06","Female",45,"*","*","*","*"
"Regional School District 06","Male",48,"*","*","*","*"
"Regional School District 07","Female",111,"*","*","*","*"
"Regional School District 07","Male",100,"*","*","*","*"
"Regional School District 08","Female",146,8,5.5,"*","*"
"Regional School District 08","Male",151,9,6.0,"*","*"
"Regional School District 09","Female",140,"*","*","*","*"
"Regional School District 09","Male",112,"*","*","*","*"
"Regional School District 10","Female",115,"*","*","*","*"
"Regional School District 10","Male",103,"*","*","*","*"
"Regional School District 11","Female",22,"*","*","*","*"
"Regional School District 11","Male",18,"*","*","*","*"
"Regional School District 12","Female",39,"*","*","*","*"
"Regional School District 12","Male",42,"*","*","*","*"
"Regional School District 13","Female",73,"*","*","*","*"
"Regional School District 13","Male",61,"*","*","*","*"
"Regional School District 14","Female",123,"*","*","*","*"
"Regional School District 14","Male",88,"*","*","*","*"
"Regional School District 15","Female",149,"*","*","*","*"
"Regional School District 15","Male",180,"*","*","*","*"
"Regional School District 16","Female",97,"*","*","*","*"
"Regional School District 16","Male",84,"*","*","*","*"
"Regional School District 17","Female",71,"*","*","*","*"
"Regional School District 17","Male",82,"*","*","*","*"
"Regional School District 18","Female",55,"*","*","*","*"
"Regional School District 18","Male",53,"*","*","*","*"
"Regional School District 19","Female",157,7,4.5,"*","*"
"Regional School District 19","Male",136,7,5.1,"*","*"
"Ridgefield School District","Female",228,"*","*","*","*"
"Ridgefield School District","Male",231,"*","*","*","*"
"Rocky Hill School District","Female",98,"*","*","*","*"
"Rocky Hill School District","Male",85,"*","*","*","*"
"Seymour School District","Female",71,"*","*","*","*"
"Seymour School District","Male",67,"*","*","*","*"
"Shelton School District","Female",191,8,4.2,"*","*"
"Shelton School District","Male",178,9,5.1,"*","*"
"Simsbury School District","Female",189,"*","*","*","*"
"Simsbury School District","Male",211,"*","*","*","*"
"Somers School District","Female",74,"*","*","*","*"
"Somers School District","Male",57,"*","*","*","*"
"South Windsor School District","Female",168,"*","*","*","*"
"South Windsor School District","Male",180,"*","*","*","*"
"Southington School District","Female",264,7,2.7,"*","*"
"Southington School District","Male",248,18,7.3,"*","*"
"Stafford School District","Female",66,"*","*","*","*"
"Stafford School District","Male",76,"*","*","*","*"
"Stamford Academy District","Female",31,15,48.4,"*","*"
"Stamford Academy District","Male",26,17,65.4,"*","*"
"Stamford School District","Female",573,26,4.5,26,4.5
"Stamford School District","Male",627,47,7.5,34,5.4
"Stonington School District","Female",92,"*","*","*","*"
"Stonington School District","Male",85,"*","*","*","*"
"Stratford School District","Female",299,14,4.7,"*","*"
"Stratford School District","Male",347,17,4.9,"*","*"
"Suffield School District","Female",116,"*","*","*","*"
"Suffield School District","Male",98,"*","*","*","*"
"The Bridge Academy District","Female",24,"*","*","*","*"
"The Bridge Academy District","Male",10,"*","*","*","*"
"The Gilbert School District","Female",43,"*","*","*","*"
"The Gilbert School District","Male",47,"*","*","*","*"
"Thomaston School District","Female",39,"*","*","*","*"
"Thomaston School District","Male",33,"*","*","*","*"
"Thompson School District","Female",43,"*","*","*","*"
"Thompson School District","Male",43,"*","*","*","*"
"Tolland School District","Female",113,6,5.3,"*","*"
"Tolland School District","Male",116,10,8.6,"*","*"
"Torrington School District","Female",129,8,6.2,11,8.5
"Torrington School District","Male",143,13,9.1,12,8.4
"Trumbull School District","Female",286,"*","*","*","*"
"Trumbull School District","Male",269,"*","*","*","*"
"Unified School District #1","Female",25,"*","*",20,80.0
"Unified School District #1","Male",302,"*","*",225,74.5
"Unified School District #2","Female",12,"*","*",9,75.0
"Unified School District #2","Male",53,"*","*",25,47.2
"Vernon School District","Female",140,"*","*",13,9.3
"Vernon School District","Male",159,"*","*",17,10.7
"Wallingford School District","Female",262,6,2.3,11,4.2
"Wallingford School District","Male",228,12,5.3,13,5.7
"Waterbury School District","Female",631,26,4.1,150,23.8
"Waterbury School District","Male",719,52,7.2,206,28.7
"Waterford School District","Female",90,"*","*","*","*"
"Waterford School District","Male",113,"*","*","*","*"
"Watertown School District","Female",124,"*","*","*","*"
"Watertown School District","Male",106,"*","*","*","*"
"West Hartford School District","Female",349,6,1.7,9,2.6
"West Hartford School District","Male",392,20,5.1,9,2.3
"West Haven School District","Female",206,17,8.3,27,13.1
"West Haven School District","Male",218,23,10.6,45,20.6
"Westbrook School District","Female",37,"*","*","*","*"
"Westbrook School District","Male",35,"*","*","*","*"
"Weston School District","Female",89,"*","*","*","*"
"Weston School District","Male",91,"*","*","*","*"
"Westport School District","Female",211,"*","*","*","*"
"Westport School District","Male",241,"*","*","*","*"
"Wethersfield School District","Female",138,7,5.1,"*","*"
"Wethersfield School District","Male",169,7,4.1,"*","*"
"Wilton School District","Female",146,"*","*","*","*"
"Wilton School District","Male",155,"*","*","*","*"
"Windham School District","Female",90,"*","*",19,21.1
"Windham School District","Male",93,"*","*",21,22.6
"Windsor Locks School District","Female",66,"*","*","*","*"
"Windsor Locks School District","Male",72,"*","*","*","*"
"Windsor School District","Female",138,"*","*","*","*"
"Windsor School District","Male",160,"*","*","*","*"
"Wolcott School District","Female",122,"*","*","*","*"
"Wolcott School District","Male",123,"*","*","*","*"
"Woodstock Academy District","Female",128,"*","*","*","*"
"Woodstock Academy District","Male",150,"*","*","*","*"

