"Four-Year Graduation Rates, 2016-17"
"All Districts, Gender"

"",,,,"Non-Graduates",,,
"Highville Charter School District","=""2860013""","Male",6,"*","*","*","*"
"Jumoke Academy District","=""2610013""","Female","*","*","*","*","*"
"Jumoke Academy District","=""2610013""","Male","*","*","*","*","*"
"Killingly School District","=""0690011""","Female",114,"*","*","*","*"
"Killingly School District","=""0690011""","Male",112,"*","*","*","*"
"Learn","=""2450014""","Female",110,"*","*","*","*"
"Learn","=""2450014""","Male",80,"*","*","*","*"
"Lebanon School District","=""0710011""","Female",47,"*","*","*","*"
"Lebanon School District","=""0710011""","Male",42,"*","*","*","*"
"Ledyard School District","=""0720011""","Female",116,"*","*","*","*"
"Ledyard School District","=""0720011""","Male",90,"*","*","*","*"
"Litchfield School District","=""0740011""","Female",33,"*","*",0,0.0
"Litchfield School District","=""0740011""","Male",44,"*","*","*","*"
"Madison School District","=""0760011""","Female",141,"*","*",0,0.0
"Madison School District","=""0760011""","Male",163,"*","*",0,0.0
"Manchester School District","=""0770011""","Female",229,16,7.0,6,2.6
"Manchester School District","=""0770011""","Male",200,24,12.0,13,6.5
"Meriden School District","=""0800011""","Female",289,27,9.3,37,12.8
"Meriden School District","=""0800011""","Male",311,41,13.2,41,13.2
"Middletown School District","=""0830011""","Female",159,"*","*","*","*"
"Middletown School District","=""0830011""","Male",175,"*","*","*","*"
"Milford School District","=""0840011""","Female",255,"*","*","*","*"
"Milford School District","=""0840011""","Male",250,"*","*","*","*"
"Monroe School District","=""0850011""","Female",134,"*","*","*","*"
"Monroe School District","=""0850011""","Male",154,"*","*","*","*"
"Montville School District","=""0860011""","Female",70,"*","*","*","*"
"Montville School District","=""0860011""","Male",84,"*","*","*","*"
"Naugatuck School District","=""0880011""","Female",158,9,5.7,13,8.2
"Naugatuck School District","=""0880011""","Male",171,14,8.2,14,8.2
"New Britain School District","=""0890011""","Female",320,32,10.0,36,11.3
"New Britain School District","=""0890011""","Male",347,52,15.0,59,17.0
"New Canaan School District","=""0900011""","Female",156,0,0.0,0,0.0
"New Canaan School District","=""0900011""","Male",172,"*","*",0,0.0
"New Fairfield School District","=""0910011""","Female",105,0,0.0,0,0.0
"New Fairfield School District","=""0910011""","Male",127,0,0.0,"*","*"
"New Haven School District","=""0930011""","Female",777,45,5.8,82,10.6
"New Haven School District","=""0930011""","Male",739,71,9.6,105,14.2
"New London School District","=""0950011""","Female",113,7,6.2,16,14.2
"New London School District","=""0950011""","Male",113,14,12.4,18,15.9
"New Milford School District","=""0960011""","Female",166,12,7.2,10,6.0
"New Milford School District","=""0960011""","Male",176,25,14.2,14,8.0
"Newington School District","=""0940011""","Female",176,"*","*","*","*"
"Newington School District","=""0940011""","Male",141,"*","*","*","*"
"Newtown School District","=""0970011""","Female",197,"*","*","*","*"
"Newtown School District","=""0970011""","Male",230,"*","*","*","*"
"North Branford School District","=""0990011""","Female",78,"*","*","*","*"
"North Branford School District","=""0990011""","Male",77,"*","*","*","*"
"North Haven School District","=""1010011""","Female",140,"*","*","*","*"
"North Haven School District","=""1010011""","Male",115,"*","*","*","*"
"North Stonington School District","=""1020011""","Female",21,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Male",34,"*","*",0,0.0
"Norwalk School District","=""1030011""","Female",393,8,2.0,12,3.1
"Norwalk School District","=""1030011""","Male",473,18,3.8,23,4.9
"Norwich Free Academy District","=""9010022""","Female",355,10,2.8,23,6.5
"Norwich Free Academy District","=""9010022""","Male",282,8,2.8,44,15.6
"Old Saybrook School District","=""1060011""","Female",49,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Male",47,"*","*",0,0.0
"Oxford School District","=""1080011""","Female",78,"*","*","*","*"
"Oxford School District","=""1080011""","Male",100,"*","*","*","*"
"Path Academy District","=""2930013""","Female",36,26,72.2,"*","*"
"Path Academy District","=""2930013""","Male",32,25,78.1,"*","*"
"Plainfield School District","=""1090011""","Female",93,"*","*","*","*"
"Plainfield School District","=""1090011""","Male",86,"*","*","*","*"
"Plainville School District","=""1100011""","Female",95,"*","*","*","*"
"Plainville School District","=""1100011""","Male",97,"*","*","*","*"
"Plymouth School District","=""1110011""","Female",52,"*","*","*","*"
"Plymouth School District","=""1110011""","Male",84,"*","*","*","*"
"Portland School District","=""1130011""","Female",51,0,0.0,"*","*"
"Portland School District","=""1130011""","Male",50,"*","*","*","*"
"Putnam School District","=""1160011""","Female",38,"*","*","*","*"
"Putnam School District","=""1160011""","Male",33,"*","*","*","*"
"Regional School District 01","=""2010012""","Female",70,"*","*","*","*"
"Regional School District 01","=""2010012""","Male",45,"*","*","*","*"
"Regional School District 04","=""2040012""","Female",78,0,0.0,0,0.0
"Regional School District 04","=""2040012""","Male",71,0,0.0,0,0.0
"Regional School District 05","=""2050012""","Female",163,0,0.0,"*","*"
"Regional School District 05","=""2050012""","Male",187,"*","*","*","*"
"Regional School District 06","=""2060012""","Female",59,0,0.0,0,0.0
"Regional School District 06","=""2060012""","Male",53,0,0.0,"*","*"
"Regional School District 07","=""2070012""","Female",112,"*","*",0,0.0
"Regional School District 07","=""2070012""","Male",87,"*","*",0,0.0
"Regional School District 08","=""2080012""","Female",132,"*","*","*","*"
"Regional School District 08","=""2080012""","Male",130,"*","*","*","*"
"Regional School District 09","=""2090012""","Female",124,"*","*","*","*"
"Regional School District 09","=""2090012""","Male",143,"*","*",0,0.0
"Regional School District 10","=""2100012""","Female",92,"*","*","*","*"
"Regional School District 10","=""2100012""","Male",108,"*","*","*","*"
"Regional School District 11","=""2110012""","Female",24,0,0.0,0,0.0
"Regional School District 11","=""2110012""","Male",21,"*","*",0,0.0
"Regional School District 12","=""2120012""","Female",22,0,0.0,0,0.0
"Regional School District 12","=""2120012""","Male",27,"*","*",0,0.0
"Regional School District 13","=""2130012""","Female",69,0,0.0,"*","*"
"Regional School District 13","=""2130012""","Male",76,"*","*","*","*"
"Regional School District 14","=""2140012""","Female",103,"*","*","*","*"
"Regional School District 14","=""2140012""","Male",69,"*","*",0,0.0
"Regional School District 15","=""2150012""","Female",150,"*","*","*","*"
"Regional School District 15","=""2150012""","Male",170,"*","*","*","*"
"Regional School District 16","=""2160012""","Female",94,"*","*","*","*"
"Regional School District 16","=""2160012""","Male",84,"*","*","*","*"
"Regional School District 17","=""2170012""","Female",81,"*","*",0,0.0
"Regional School District 17","=""2170012""","Male",70,"*","*","*","*"
"Regional School District 18","=""2180012""","Female",57,"*","*","*","*"
"Regional School District 18","=""2180012""","Male",67,"*","*","*","*"
"Regional School District 19","=""2190012""","Female",155,"*","*","*","*"
"Regional School District 19","=""2190012""","Male",137,"*","*","*","*"
"Ridgefield School District","=""1180011""","Female",219,"*","*","*","*"
"Ridgefield School District","=""1180011""","Male",214,"*","*","*","*"
"Rocky Hill School District","=""1190011""","Female",73,0,0.0,"*","*"
"Rocky Hill School District","=""1190011""","Male",103,"*","*","*","*"
"Seymour School District","=""1240011""","Female",74,"*","*",0,0.0
"Seymour School District","=""1240011""","Male",89,"*","*","*","*"
"Shelton School District","=""1260011""","Female",188,"*","*","*","*"
"Shelton School District","=""1260011""","Male",209,"*","*","*","*"
"Simsbury School District","=""1280011""","Female",185,"*","*","*","*"
"Simsbury School District","=""1280011""","Male",199,"*","*","*","*"
"Somers School District","=""1290011""","Female",56,0,0.0,"*","*"
"Somers School District","=""1290011""","Male",53,0,0.0,0,0.0
"South Windsor School District","=""1320011""","Female",184,"*","*","*","*"
"South Windsor School District","=""1320011""","Male",157,"*","*","*","*"
"Southington School District","=""1310011""","Female",250,"*","*","*","*"
"Southington School District","=""1310011""","Male",239,"*","*","*","*"
"Stafford School District","=""1340011""","Female",57,"*","*","*","*"
"Stafford School District","=""1340011""","Male",66,"*","*","*","*"
"Stamford Academy District","=""2820013""","Female",26,13,50.0,6,23.1
"Stamford Academy District","=""2820013""","Male",42,20,47.6,8,19.0
"Stamford School District","=""1350011""","Female",594,21,3.5,18,3.0
"Stamford School District","=""1350011""","Male",606,26,4.3,39,6.4
"Stonington School District","=""1370011""","Female",93,"*","*","*","*"
"Stonington School District","=""1370011""","Male",90,"*","*","*","*"
"Stratford School District","=""1380011""","Female",268,10,3.7,17,6.3
"Stratford School District","=""1380011""","Male",249,17,6.8,14,5.6
"Suffield School District","=""1390011""","Female",94,"*","*","*","*"
"Suffield School District","=""1390011""","Male",92,"*","*","*","*"
"The Bridge Academy District","=""2690013""","Female",22,0,0.0,0,0.0
"The Bridge Academy District","=""2690013""","Male",11,"*","*",0,"*"
"The Gilbert School District","=""9020022""","Female",46,"*","*","*","*"
"The Gilbert School District","=""9020022""","Male",62,"*","*","*","*"
"Thomaston School District","=""1400011""","Female",32,"*","*",0,0.0
"Thomaston School District","=""1400011""","Male",31,"*","*","*","*"
"Thompson School District","=""1410011""","Female",31,"*","*","*","*"
"Thompson School District","=""1410011""","Male",26,0,0.0,"*","*"
"Tolland School District","=""1420011""","Female",112,"*","*","*","*"
"Tolland School District","=""1420011""","Male",97,"*","*","*","*"
"Torrington School District","=""1430011""","Female",107,10,9.3,9,8.4
"Torrington School District","=""1430011""","Male",136,31,22.8,22,16.2
"Trumbull School District","=""1440011""","Female",262,"*","*","*","*"
"Trumbull School District","=""1440011""","Male",235,"*","*","*","*"
"Unified School District #1","=""3360015""","Female",16,"*","*","*","*"
"Unified School District #1","=""3360015""","Male",374,"*","*","*","*"
"Unified School District #2","=""3470015""","Female",11,"*","*","*","*"
"Unified School District #2","=""3470015""","Male",17,"*","*","*","*"
"Vernon School District","=""1460011""","Female",121,"*","*","*","*"
"Vernon School District","=""1460011""","Male",117,"*","*","*","*"
"Wallingford School District","=""1480011""","Female",255,"*","*","*","*"
"Wallingford School District","=""1480011""","Male",230,"*","*","*","*"
"Waterbury School District","=""1510011""","Female",651,21,3.2,109,16.7
"Waterbury School District","=""1510011""","Male",666,41,6.2,150,22.5
"Waterford School District","=""1520011""","Female",98,"*","*","*","*"
"Waterford School District","=""1520011""","Male",122,"*","*","*","*"
"Watertown School District","=""1530011""","Female",109,"*","*","*","*"
"Watertown School District","=""1530011""","Male",107,"*","*","*","*"
"West Hartford School District","=""1550011""","Female",370,15,4.1,6,1.6
"West Hartford School District","=""1550011""","Male",405,24,5.9,8,2.0
"West Haven School District","=""1560011""","Female",214,14,6.5,35,16.4
"West Haven School District","=""1560011""","Male",206,21,10.2,34,16.5
"Westbrook School District","=""1540011""","Female",36,"*","*",0,0.0
"Westbrook School District","=""1540011""","Male",38,"*","*","*","*"
"Weston School District","=""1570011""","Female",85,0,0.0,0,0.0
"Weston School District","=""1570011""","Male",121,"*","*",0,0.0
"Westport School District","=""1580011""","Female",219,0,0.0,"*","*"
"Westport School District","=""1580011""","Male",214,"*","*","*","*"
"Wethersfield School District","=""1590011""","Female",131,"*","*","*","*"
"Wethersfield School District","=""1590011""","Male",148,"*","*","*","*"
"Wilton School District","=""1610011""","Female",185,"*","*",0,0.0
"Wilton School District","=""1610011""","Male",151,"*","*",0,0.0
"Windham School District","=""1630011""","Female",69,"*","*","*","*"
"Windham School District","=""1630011""","Male",81,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Female",41,"*","*","*","*"
"Windsor Locks School District","=""1650011""","Male",79,"*","*","*","*"
"Windsor School District","=""1640011""","Female",147,18,12.2,6,4.1
"Windsor School District","=""1640011""","Male",146,15,10.3,7,4.8
"Wolcott School District","=""1660011""","Female",89,"*","*","*","*"
"Wolcott School District","=""1660011""","Male",105,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Female",133,"*","*","*","*"
"Woodstock Academy District","=""9030022""","Male",137,"*","*","*","*"

