"Four-Year Graduation Rates, 2010-11"
"All Districts, Gender"

"",,,"Graduates",,"Non-Graduates",,,
"Derby School District","Female",56,46,82.1,"*","*","*","*"
"Derby School District","Male",69,43,62.3,"*","*","*","*"
"East Granby School District","Female",39,38,97.4,"*","*","*","*"
"East Granby School District","Male",37,35,94.6,"*","*","*","*"
"East Haddam School District","Female",47,44,93.6,"*","*","*","*"
"East Haddam School District","Male",50,45,90.0,"*","*","*","*"
"East Hampton School District","Female",66,62,93.9,"*","*","*","*"
"East Hampton School District","Male",73,65,89.0,"*","*","*","*"
"East Hartford School District","Female",306,258,84.3,15,4.9,33,10.8
"East Hartford School District","Male",292,218,74.7,37,12.7,37,12.7
"East Haven School District","Female",152,135,88.8,"*","*",13,8.6
"East Haven School District","Male",148,120,81.1,"*","*",16,10.8
"East Lyme School District","Female",163,160,98.2,"*","*","*","*"
"East Lyme School District","Male",162,153,94.4,"*","*","*","*"
"East Windsor School District","Female",45,36,80.0,"*","*","*","*"
"East Windsor School District","Male",48,40,83.3,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Female",32,24,75.0,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Male",27,20,74.1,"*","*","*","*"
"Ellington School District","Female",98,97,99.0,"*","*","*","*"
"Ellington School District","Male",84,75,89.3,"*","*","*","*"
"Enfield School District","Female",249,213,85.5,12,4.8,24,9.6
"Enfield School District","Male",276,214,77.5,34,12.3,28,10.1
"Explorations District","Female",18,11,61.1,"*","*","*","*"
"Explorations District","Male",16,7,43.8,"*","*","*","*"
"Fairfield School District","Female",340,329,96.8,7,2.1,"*","*"
"Fairfield School District","Male",316,283,89.6,19,6.0,"*","*"
"Farmington School District","Female",167,160,95.8,"*","*",7,4.2
"Farmington School District","Male",171,160,93.6,"*","*",7,4.1
"Glastonbury School District","Female",285,274,96.1,"*","*","*","*"
"Glastonbury School District","Male",266,257,96.6,"*","*","*","*"
"Granby School District","Female",89,87,97.8,"*","*","*","*"
"Granby School District","Male",105,101,96.2,"*","*","*","*"
"Greenwich School District","Female",285,269,94.4,13,4.6,"*","*"
"Greenwich School District","Male",347,328,94.5,13,3.7,"*","*"
"Griswold School District","Female",106,90,84.9,6,5.7,10,9.4
"Griswold School District","Male",94,72,76.6,8,8.5,14,14.9
"Groton School District","Female",179,147,82.1,"*","*",30,16.8
"Groton School District","Male",157,124,79.0,"*","*",24,15.3
"Guilford School District","Female",144,136,94.4,"*","*","*","*"
"Guilford School District","Male",127,120,94.5,"*","*","*","*"
"Hamden School District","Female",288,247,85.8,12,4.2,29,10.1
"Hamden School District","Male",298,241,80.9,31,10.4,26,8.7
"Hartford School District","Female",794,527,66.4,72,9.1,195,24.6
"Hartford School District","Male",809,486,60.1,111,13.7,211,26.1
"Killingly School District","Female",108,83,76.9,"*","*",22,20.4
"Killingly School District","Male",90,57,63.3,"*","*",23,25.6
"Lebanon School District","Female",80,76,95.0,"*","*","*","*"
"Lebanon School District","Male",80,72,90.0,"*","*","*","*"
"Ledyard School District","Female",119,108,90.8,"*","*",6,5.0
"Ledyard School District","Male",116,103,88.8,"*","*",8,6.9
"Lisbon School District","Female","*","*","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*","*","*"
"Litchfield School District","Female",51,48,94.1,"*","*","*","*"
"Litchfield School District","Male",44,41,93.2,"*","*","*","*"
"Madison School District","Female",159,155,97.5,"*","*","*","*"
"Madison School District","Male",158,151,95.6,"*","*","*","*"
"Manchester School District","Female",275,199,72.4,24,8.7,52,18.9
"Manchester School District","Male",259,181,69.9,36,13.9,42,16.2
"Meriden School District","Female",331,247,74.6,15,4.5,69,20.8
"Meriden School District","Male",299,193,64.5,39,13.0,67,22.4
"Middletown School District","Female",181,149,82.3,15,8.3,17,9.4
"Middletown School District","Male",169,120,71.0,22,13.0,27,16.0
"Milford School District","Female",265,237,89.4,16,6.0,12,4.5
"Milford School District","Male",227,195,85.9,24,10.6,8,3.5
"Monroe School District","Female",198,194,98.0,"*","*","*","*"
"Monroe School District","Male",169,162,95.9,"*","*","*","*"
"Montville School District","Female",93,78,83.9,"*","*",13,14.0
"Montville School District","Male",112,96,85.7,"*","*",10,8.9
"Naugatuck School District","Female",181,153,84.5,7,3.9,21,11.6
"Naugatuck School District","Male",189,153,81.0,15,7.9,21,11.1
"New Britain School District","Female",389,204,52.4,65,16.7,120,30.8
"New Britain School District","Male",369,185,50.1,80,21.7,104,28.2
"New Canaan School District","Female",151,148,98.0,"*","*","*","*"
"New Canaan School District","Male",160,155,96.9,"*","*","*","*"
"New Fairfield School District","Female",120,113,94.2,"*","*","*","*"
"New Fairfield School District","Male",121,106,87.6,"*","*","*","*"
"New Haven School District","Female",752,510,67.8,51,6.8,191,25.4
"New Haven School District","Male",698,417,59.7,108,15.5,173,24.8
"New London School District","Female",116,71,61.2,19,16.4,26,22.4
"New London School District","Male",146,93,63.7,29,19.9,24,16.4
"New Milford School District","Female",187,171,91.4,"*","*",14,7.5
"New Milford School District","Male",216,180,83.3,"*","*",22,10.2
"Newington School District","Female",205,185,90.2,9,4.4,11,5.4
"Newington School District","Male",208,161,77.4,32,15.4,15,7.2
"Newtown School District","Female",245,229,93.5,"*","*",9,3.7
"Newtown School District","Male",201,189,94.0,"*","*",8,4.0
"North Branford School District","Female",95,91,95.8,"*","*","*","*"
"North Branford School District","Male",100,92,92.0,"*","*","*","*"
"North Haven School District","Female",166,152,91.6,"*","*",11,6.6
"North Haven School District","Male",140,116,82.9,"*","*",13,9.3
"North Stonington School District","Female",31,28,90.3,"*","*","*","*"
"North Stonington School District","Male",36,32,88.9,"*","*","*","*"
"Norwalk School District","Female",440,382,86.8,18,4.1,40,9.1
"Norwalk School District","Male",459,375,81.7,40,8.7,44,9.6
"Norwich Free Academy District","Female",313,263,84.0,10,3.2,40,12.8
"Norwich Free Academy District","Male",324,255,78.7,14,4.3,55,17.0
"Norwich School District","Female",13,"*","*","*","*","*","*"
"Norwich School District","Male",16,"*","*","*","*","*","*"
"Old Saybrook School District","Female",60,58,96.7,"*","*","*","*"
"Old Saybrook School District","Male",63,56,88.9,"*","*","*","*"
"Oxford School District","Female",76,74,97.4,"*","*","*","*"
"Oxford School District","Male",79,73,92.4,"*","*","*","*"
"Plainfield School District","Female",128,111,86.7,"*","*",12,9.4
"Plainfield School District","Male",102,86,84.3,"*","*",8,7.8
"Plainville School District","Female",119,107,89.9,"*","*",10,8.4
"Plainville School District","Male",116,100,86.2,"*","*",11,9.5
"Plymouth School District","Female",58,54,93.1,"*","*","*","*"
"Plymouth School District","Male",82,72,87.8,"*","*","*","*"
"Portland School District","Female",46,38,82.6,"*","*",7,15.2
"Portland School District","Male",51,43,84.3,"*","*",7,13.7
"Putnam School District","Female",35,31,88.6,"*","*","*","*"
"Putnam School District","Male",40,28,70.0,"*","*","*","*"
"Regional School District 01","Female",67,61,91.0,"*","*","*","*"
"Regional School District 01","Male",71,54,76.1,"*","*","*","*"
"Regional School District 04","Female",74,64,86.5,"*","*",9,12.2
"Regional School District 04","Male",97,87,89.7,"*","*",8,8.2
"Regional School District 05","Female",184,178,96.7,"*","*","*","*"
"Regional School District 05","Male",225,200,88.9,"*","*","*","*"
"Regional School District 06","Female",60,53,88.3,"*","*","*","*"
"Regional School District 06","Male",44,39,88.6,"*","*","*","*"
"Regional School District 07","Female",112,105,93.8,"*","*","*","*"
"Regional School District 07","Male",96,90,93.8,"*","*","*","*"
"Regional School District 08","Female",128,114,89.1,8,6.3,6,4.7
"Regional School District 08","Male",139,112,80.6,13,9.4,14,10.1
"Regional School District 09","Female",107,105,98.1,"*","*","*","*"
"Regional School District 09","Male",113,105,92.9,"*","*","*","*"
"Regional School District 10","Female",87,83,95.4,"*","*","*","*"
"Regional School District 10","Male",90,86,95.6,"*","*","*","*"
"Regional School District 11","Female",24,18,75.0,"*","*","*","*"
"Regional School District 11","Male",14,9,64.3,"*","*","*","*"
"Regional School District 12","Female",41,37,90.2,"*","*","*","*"
"Regional School District 12","Male",52,43,82.7,"*","*","*","*"
"Regional School District 13","Female",70,65,92.9,"*","*","*","*"
"Regional School District 13","Male",71,66,93.0,"*","*","*","*"
"Regional School District 14","Female",108,105,97.2,"*","*","*","*"
"Regional School District 14","Male",110,102,92.7,"*","*","*","*"
"Regional School District 15","Female",194,180,92.8,"*","*",8,4.1
"Regional School District 15","Male",196,177,90.3,"*","*",8,4.1
"Regional School District 16","Female",99,89,89.9,"*","*","*","*"
"Regional School District 16","Male",97,84,86.6,"*","*","*","*"
"Regional School District 17","Female",77,73,94.8,"*","*","*","*"
"Regional School District 17","Male",104,95,91.3,"*","*","*","*"
"Regional School District 18","Female",77,75,97.4,"*","*","*","*"
"Regional School District 18","Male",58,56,96.6,"*","*","*","*"
"Regional School District 19","Female",134,117,87.3,"*","*",12,9.0
"Regional School District 19","Male",150,118,78.7,"*","*",11,7.3
"Ridgefield School District","Female",224,218,97.3,"*","*","*","*"
"Ridgefield School District","Male",210,199,94.8,"*","*","*","*"
"Rocky Hill School District","Female",95,87,91.6,"*","*",6,6.3
"Rocky Hill School District","Male",82,74,90.2,"*","*",7,8.5
"Seymour School District","Female",91,79,86.8,"*","*",8,8.8
"Seymour School District","Male",98,78,79.6,"*","*",14,14.3
"Shelton School District","Female",205,183,89.3,9,4.4,13,6.3
"Shelton School District","Male",196,169,86.2,16,8.2,11,5.6
"Simsbury School District","Female",163,158,96.9,"*","*","*","*"
"Simsbury School District","Male",195,182,93.3,"*","*","*","*"
"Somers School District","Female",71,67,94.4,"*","*","*","*"
"Somers School District","Male",74,70,94.6,"*","*","*","*"
"South Windsor School District","Female",187,179,95.7,"*","*",6,3.2
"South Windsor School District","Male",238,207,87.0,"*","*",17,7.1
"Southington School District","Female",282,263,93.3,9,3.2,10,3.5
"Southington School District","Male",265,232,87.5,24,9.1,9,3.4
"Stafford School District","Female",67,56,83.6,6,9.0,"*","*"
"Stafford School District","Male",68,46,67.6,10,14.7,"*","*"
"Stamford Academy District","Female",23,11,47.8,8,34.8,"*","*"
"Stamford Academy District","Male",32,9,28.1,15,46.9,"*","*"
"Stamford School District","Female",581,514,88.5,28,4.8,39,6.7
"Stamford School District","Male",608,500,82.2,64,10.5,44,7.2
"Stonington School District","Female",105,96,91.4,"*","*","*","*"
"Stonington School District","Male",107,102,95.3,"*","*","*","*"
"Stratford School District","Female",307,282,91.9,9,2.9,16,5.2
"Stratford School District","Male",274,230,83.9,17,6.2,27,9.9
"Suffield School District","Female",122,120,98.4,"*","*","*","*"
"Suffield School District","Male",93,84,90.3,"*","*","*","*"
"The Bridge Academy District","Female",9,9,100.0,"*","*","*","*"
"The Bridge Academy District","Male",19,15,78.9,"*","*","*","*"
"The Gilbert School District","Female",45,38,84.4,"*","*","*","*"
"The Gilbert School District","Male",30,20,66.7,"*","*","*","*"
"Thomaston School District","Female",50,46,92.0,"*","*","*","*"
"Thomaston School District","Male",55,50,90.9,"*","*","*","*"
"Thompson School District","Female",51,48,94.1,"*","*","*","*"
"Thompson School District","Male",44,36,81.8,"*","*","*","*"
"Tolland School District","Female",110,105,95.5,"*","*","*","*"
"Tolland School District","Male",114,102,89.5,"*","*","*","*"
"Torrington School District","Female",127,103,81.1,6,4.7,18,14.2
"Torrington School District","Male",156,116,74.4,14,9.0,26,16.7
"Trumbull School District","Female",280,274,97.9,"*","*","*","*"
"Trumbull School District","Male",223,218,97.8,"*","*","*","*"
"Unified School District #1","Female",52,"*","*","*","*",50,96.2
"Unified School District #1","Male",503,"*","*","*","*",312,62.0
"Unified School District #2","Female",10,"*","*",6,60.0,"*","*"
"Unified School District #2","Male",40,"*","*",14,35.0,"*","*"
"Vernon School District","Female",156,128,82.1,6,3.8,22,14.1
"Vernon School District","Male",134,109,81.3,13,9.7,12,9.0
"Wallingford School District","Female",278,253,91.0,"*","*",21,7.6
"Wallingford School District","Male",283,235,83.0,"*","*",23,8.1
"Waterbury School District","Female",667,463,69.4,27,4.0,177,26.5
"Waterbury School District","Male",642,397,61.8,36,5.6,209,32.6
"Waterford School District","Female",143,133,93.0,"*","*",8,5.6
"Waterford School District","Male",129,115,89.1,"*","*",9,7.0
"Watertown School District","Female",123,116,94.3,"*","*","*","*"
"Watertown School District","Male",125,101,80.8,"*","*","*","*"
"West Hartford School District","Female",409,370,90.5,16,3.9,23,5.6
"West Hartford School District","Male",420,379,90.2,24,5.7,17,4.0
"West Haven School District","Female",224,163,72.8,10,4.5,51,22.8
"West Haven School District","Male",236,150,63.6,22,9.3,64,27.1
"Westbrook School District","Female",30,29,96.7,"*","*","*","*"
"Westbrook School District","Male",45,42,93.3,"*","*","*","*"
"Weston School District","Female",111,109,98.2,"*","*","*","*"
"Weston School District","Male",84,83,98.8,"*","*","*","*"
"Westport School District","Female",217,210,96.8,"*","*","*","*"
"Westport School District","Male",258,249,96.5,"*","*","*","*"
"Wethersfield School District","Female",153,141,92.2,"*","*",8,5.2
"Wethersfield School District","Male",152,137,90.1,"*","*",7,4.6
"Wilton School District","Female",144,144,100.0,"*","*","*","*"
"Wilton School District","Male",162,155,95.7,"*","*","*","*"
"Windham School District","Female",124,83,66.9,6,4.8,35,28.2
"Windham School District","Male",143,80,55.9,40,28.0,23,16.1
"Windsor Locks School District","Female",63,55,87.3,"*","*","*","*"
"Windsor Locks School District","Male",72,60,83.3,"*","*","*","*"
"Windsor School District","Female",161,137,85.1,13,8.1,11,6.8
"Windsor School District","Male",192,156,81.3,15,7.8,21,10.9
"Wolcott School District","Female",114,103,90.4,"*","*","*","*"
"Wolcott School District","Male",112,106,94.6,"*","*","*","*"
"Woodstock Academy District","Female",155,148,95.5,"*","*",7,4.5
"Woodstock Academy District","Male",144,134,93.1,"*","*",6,4.2

