"Four-Year Graduation Rates, 2011-12"
"All Districts, Gender"

"",,,"Non-Graduates",,,
"Hamden School District","Female",258,11,4.3,20,7.8
"Hamden School District","Male",265,26,9.8,25,9.4
"Hartford School District","Female",687,93,13.5,118,17.2
"Hartford School District","Male",709,151,21.3,132,18.6
"Killingly School District","Female",92,7,7.6,10,10.9
"Killingly School District","Male",99,8,8.1,19,19.2
"Lebanon School District","Female",70,"*","*","*","*"
"Lebanon School District","Male",62,"*","*","*","*"
"Ledyard School District","Female",114,"*","*",7,6.1
"Ledyard School District","Male",98,"*","*",7,7.1
"Lisbon School District","Female","*","*","*","*","*"
"Lisbon School District","Male","*","*","*","*","*"
"Litchfield School District","Female",51,"*","*","*","*"
"Litchfield School District","Male",52,"*","*","*","*"
"Madison School District","Female",174,"*","*","*","*"
"Madison School District","Male",161,"*","*","*","*"
"Manchester School District","Female",255,14,5.5,40,15.7
"Manchester School District","Male",263,36,13.7,49,18.6
"Meriden School District","Female",336,16,4.8,78,23.2
"Meriden School District","Male",291,35,12.0,62,21.3
"Middletown School District","Female",181,10,5.5,27,14.9
"Middletown School District","Male",166,23,13.9,23,13.9
"Milford School District","Female",252,18,7.1,8,3.2
"Milford School District","Male",263,28,10.6,18,6.8
"Monroe School District","Female",156,"*","*","*","*"
"Monroe School District","Male",183,"*","*","*","*"
"Montville School District","Female",108,"*","*",10,9.3
"Montville School District","Male",115,"*","*",16,13.9
"Naugatuck School District","Female",180,"*","*",15,8.3
"Naugatuck School District","Male",188,"*","*",27,14.4
"New Britain School District","Female",326,39,12.0,83,25.5
"New Britain School District","Male",338,53,15.7,87,25.7
"New Canaan School District","Female",175,"*","*","*","*"
"New Canaan School District","Male",154,"*","*","*","*"
"New Fairfield School District","Female",130,"*","*","*","*"
"New Fairfield School District","Male",102,"*","*","*","*"
"New Haven School District","Female",739,45,6.1,128,17.3
"New Haven School District","Male",593,67,11.3,148,25.0
"New London School District","Female",107,17,15.9,23,21.5
"New London School District","Male",132,20,15.2,31,23.5
"New Milford School District","Female",182,"*","*",9,4.9
"New Milford School District","Male",208,"*","*",13,6.3
"Newington School District","Female",156,"*","*","*","*"
"Newington School District","Male",182,"*","*","*","*"
"Newtown School District","Female",200,"*","*",6,3.0
"Newtown School District","Male",206,"*","*",6,2.9
"North Branford School District","Female",88,"*","*","*","*"
"North Branford School District","Male",74,"*","*","*","*"
"North Haven School District","Female",148,"*","*","*","*"
"North Haven School District","Male",144,"*","*","*","*"
"North Stonington School District","Female",19,"*","*","*","*"
"North Stonington School District","Male",35,"*","*","*","*"
"Norwalk School District","Female",449,12,2.7,37,8.2
"Norwalk School District","Male",424,24,5.7,59,13.9
"Norwich Free Academy District","Female",351,"*","*",34,9.7
"Norwich Free Academy District","Male",294,"*","*",47,16.0
"Norwich School District","Female",33,7,21.2,19,57.6
"Norwich School District","Male",34,11,32.4,15,44.1
"Old Saybrook School District","Female",78,"*","*","*","*"
"Old Saybrook School District","Male",66,"*","*","*","*"
"Oxford School District","Female",69,"*","*","*","*"
"Oxford School District","Male",77,"*","*","*","*"
"Plainfield School District","Female",93,7,7.5,6,6.5
"Plainfield School District","Male",110,6,5.5,11,10.0
"Plainville School District","Female",109,"*","*","*","*"
"Plainville School District","Male",98,"*","*","*","*"
"Plymouth School District","Female",68,"*","*","*","*"
"Plymouth School District","Male",71,"*","*","*","*"
"Portland School District","Female",40,"*","*","*","*"
"Portland School District","Male",52,"*","*","*","*"
"Putnam School District","Female",27,"*","*","*","*"
"Putnam School District","Male",38,"*","*","*","*"
"Regional School District 01","Female",63,"*","*","*","*"
"Regional School District 01","Male",77,"*","*","*","*"
"Regional School District 04","Female",81,"*","*","*","*"
"Regional School District 04","Male",79,"*","*","*","*"
"Regional School District 05","Female",214,"*","*","*","*"
"Regional School District 05","Male",220,"*","*","*","*"
"Regional School District 06","Female",54,"*","*","*","*"
"Regional School District 06","Male",33,"*","*","*","*"
"Regional School District 07","Female",114,"*","*","*","*"
"Regional School District 07","Male",91,"*","*","*","*"
"Regional School District 08","Female",140,6,4.3,"*","*"
"Regional School District 08","Male",156,9,5.8,"*","*"
"Regional School District 09","Female",125,"*","*","*","*"
"Regional School District 09","Male",113,"*","*","*","*"
"Regional School District 10","Female",110,"*","*","*","*"
"Regional School District 10","Male",120,"*","*","*","*"
"Regional School District 11","Female",16,"*","*","*","*"
"Regional School District 11","Male",26,"*","*","*","*"
"Regional School District 12","Female",32,"*","*","*","*"
"Regional School District 12","Male",42,"*","*","*","*"
"Regional School District 13","Female",73,"*","*","*","*"
"Regional School District 13","Male",69,"*","*","*","*"
"Regional School District 14","Female",104,"*","*","*","*"
"Regional School District 14","Male",91,"*","*","*","*"
"Regional School District 15","Female",164,"*","*","*","*"
"Regional School District 15","Male",165,"*","*","*","*"
"Regional School District 16","Female",97,"*","*","*","*"
"Regional School District 16","Male",100,"*","*","*","*"
"Regional School District 17","Female",92,"*","*","*","*"
"Regional School District 17","Male",98,"*","*","*","*"
"Regional School District 18","Female",43,"*","*","*","*"
"Regional School District 18","Male",61,"*","*","*","*"
"Regional School District 19","Female",160,8,5.0,8,5.0
"Regional School District 19","Male",138,12,8.7,10,7.2
"Ridgefield School District","Female",209,"*","*","*","*"
"Ridgefield School District","Male",234,"*","*","*","*"
"Rocky Hill School District","Female",98,"*","*","*","*"
"Rocky Hill School District","Male",110,"*","*","*","*"
"Seymour School District","Female",77,"*","*","*","*"
"Seymour School District","Male",77,"*","*","*","*"
"Shelton School District","Female",216,"*","*",11,5.1
"Shelton School District","Male",212,"*","*",11,5.2
"Simsbury School District","Female",186,"*","*","*","*"
"Simsbury School District","Male",221,"*","*","*","*"
"Somers School District","Female",72,"*","*","*","*"
"Somers School District","Male",70,"*","*","*","*"
"South Windsor School District","Female",173,"*","*","*","*"
"South Windsor School District","Male",213,"*","*","*","*"
"Southington School District","Female",260,14,5.4,6,2.3
"Southington School District","Male",238,15,6.3,7,2.9
"Stafford School District","Female",73,"*","*","*","*"
"Stafford School District","Male",69,"*","*","*","*"
"Stamford Academy District","Female",14,"*","*","*","*"
"Stamford Academy District","Male",22,"*","*","*","*"
"Stamford School District","Female",579,20,3.5,47,8.1
"Stamford School District","Male",607,49,8.1,59,9.7
"Stonington School District","Female",86,"*","*","*","*"
"Stonington School District","Male",96,"*","*","*","*"
"Stratford School District","Female",302,10,3.3,18,6.0
"Stratford School District","Male",283,19,6.7,32,11.3
"Suffield School District","Female",100,"*","*","*","*"
"Suffield School District","Male",107,"*","*","*","*"
"The Bridge Academy District","Female",19,"*","*","*","*"
"The Bridge Academy District","Male",23,"*","*","*","*"
"The Gilbert School District","Female",48,"*","*","*","*"
"The Gilbert School District","Male",43,"*","*","*","*"
"Thomaston School District","Female",48,"*","*","*","*"
"Thomaston School District","Male",44,"*","*","*","*"
"Thompson School District","Female",50,"*","*","*","*"
"Thompson School District","Male",51,"*","*","*","*"
"Tolland School District","Female",110,"*","*","*","*"
"Tolland School District","Male",120,"*","*","*","*"
"Torrington School District","Female",145,"*","*",23,15.9
"Torrington School District","Male",156,"*","*",22,14.1
"Trumbull School District","Female",294,"*","*","*","*"
"Trumbull School District","Male",249,"*","*","*","*"
"Unified School District #1","Female",32,9,28.1,23,71.9
"Unified School District #1","Male",499,140,28.1,350,70.1
"Unified School District #2","Female",8,"*","*",6,75.0
"Unified School District #2","Male",51,"*","*",33,64.7
"Vernon School District","Female",138,7,5.1,15,10.9
"Vernon School District","Male",128,9,7.0,17,13.3
"Wallingford School District","Female",273,"*","*",8,2.9
"Wallingford School District","Male",264,"*","*",16,6.1
"Waterbury School District","Female",644,20,3.1,196,30.4
"Waterbury School District","Male",632,52,8.2,209,33.1
"Waterford School District","Female",120,"*","*",6,5.0
"Waterford School District","Male",121,"*","*",7,5.8
"Watertown School District","Female",121,"*","*","*","*"
"Watertown School District","Male",111,"*","*","*","*"
"West Hartford School District","Female",377,8,2.1,6,1.6
"West Hartford School District","Male",376,20,5.3,21,5.6
"West Haven School District","Female",200,"*","*",38,19.0
"West Haven School District","Male",191,"*","*",54,28.3
"Westbrook School District","Female",43,"*","*","*","*"
"Westbrook School District","Male",39,"*","*","*","*"
"Weston School District","Female",105,"*","*","*","*"
"Weston School District","Male",86,"*","*","*","*"
"Westport School District","Female",235,"*","*","*","*"
"Westport School District","Male",194,"*","*","*","*"
"Wethersfield School District","Female",148,"*","*",7,4.7
"Wethersfield School District","Male",144,"*","*",9,6.3
"Wilton School District","Female",155,"*","*","*","*"
"Wilton School District","Male",158,"*","*","*","*"
"Windham School District","Female",79,6,7.6,13,16.5
"Windham School District","Male",102,13,12.7,22,21.6
"Windsor Locks School District","Female",71,"*","*","*","*"
"Windsor Locks School District","Male",77,"*","*","*","*"
"Windsor School District","Female",155,"*","*",12,7.7
"Windsor School District","Male",166,"*","*",16,9.6
"Wolcott School District","Female",114,"*","*","*","*"
"Wolcott School District","Male",105,"*","*","*","*"
"Woodstock Academy District","Female",147,"*","*","*","*"
"Woodstock Academy District","Male",138,"*","*","*","*"

