"Four-Year Graduation Rates, 2012-13"
"All Districts, Gender"

"",,,"Graduates",
"Regional School District 06","Female",53,51,96.2
"Regional School District 06","Male",44,42,95.5
"Regional School District 07","Female",95,94,98.9
"Regional School District 07","Male",99,90,90.9
"Regional School District 08","Female",127,120,94.5
"Regional School District 08","Male",158,142,89.9
"Regional School District 09","Female",125,118,94.4
"Regional School District 09","Male",115,108,93.9
"Regional School District 10","Female",97,89,91.8
"Regional School District 10","Male",101,94,93.1
"Regional School District 11","Female",18,16,88.9
"Regional School District 11","Male",26,22,84.6
"Regional School District 12","Female",36,32,88.9
"Regional School District 12","Male",55,46,83.6
"Regional School District 13","Female",79,76,96.2
"Regional School District 13","Male",74,68,91.9
"Regional School District 14","Female",109,103,94.5
"Regional School District 14","Male",92,84,91.3
"Regional School District 15","Female",146,138,94.5
"Regional School District 15","Male",174,164,94.3
"Regional School District 16","Female",81,76,93.8
"Regional School District 16","Male",105,90,85.7
"Regional School District 17","Female",84,82,97.6
"Regional School District 17","Male",80,76,95.0
"Regional School District 18","Female",58,56,96.6
"Regional School District 18","Male",56,52,92.9
"Regional School District 19","Female",171,150,87.7
"Regional School District 19","Male",145,127,87.6
"Ridgefield School District","Female",202,192,95.0
"Ridgefield School District","Male",212,206,97.2
"Rocky Hill School District","Female",82,79,96.3
"Rocky Hill School District","Male",95,80,84.2
"Seymour School District","Female",88,77,87.5
"Seymour School District","Male",93,78,83.9
"Shelton School District","Female",189,170,89.9
"Shelton School District","Male",205,185,90.2
"Simsbury School District","Female",190,187,98.4
"Simsbury School District","Male",210,202,96.2
"Somers School District","Female",68,67,98.5
"Somers School District","Male",78,74,94.9
"South Windsor School District","Female",182,172,94.5
"South Windsor School District","Male",204,192,94.1
"Southington School District","Female",250,232,92.8
"Southington School District","Male",240,214,89.2
"Stafford School District","Female",69,64,92.8
"Stafford School District","Male",60,48,80.0
"Stamford Academy District","Female",13,"*","*"
"Stamford Academy District","Male",24,"*","*"
"Stamford School District","Female",584,524,89.7
"Stamford School District","Male",634,559,88.2
"Stonington School District","Female",88,83,94.3
"Stonington School District","Male",114,109,95.6
"Stratford School District","Female",272,255,93.8
"Stratford School District","Male",297,249,83.8
"Suffield School District","Female",125,119,95.2
"Suffield School District","Male",95,85,89.5
"The Bridge Academy District","Female",17,17,100.0
"The Bridge Academy District","Male",19,15,78.9
"The Gilbert School District","Female",45,37,82.2
"The Gilbert School District","Male",49,34,69.4
"Thomaston School District","Female",41,39,95.1
"Thomaston School District","Male",39,34,87.2
"Thompson School District","Female",42,39,92.9
"Thompson School District","Male",45,39,86.7
"Tolland School District","Female",116,111,95.7
"Tolland School District","Male",128,118,92.2
"Torrington School District","Female",134,123,91.8
"Torrington School District","Male",144,112,77.8
"Trumbull School District","Female",279,273,97.8
"Trumbull School District","Male",271,265,97.8
"Unified School District #1","Female",14,"*","*"
"Unified School District #1","Male",358,"*","*"
"Unified School District #2","Female",10,"*","*"
"Unified School District #2","Male",53,"*","*"
"Vernon School District","Female",127,110,86.6
"Vernon School District","Male",115,87,75.7
"Wallingford School District","Female",302,281,93.0
"Wallingford School District","Male",233,205,88.0
"Waterbury School District","Female",631,452,71.6
"Waterbury School District","Male",669,412,61.6
"Waterford School District","Female",111,101,91.0
"Waterford School District","Male",132,121,91.7
"Watertown School District","Female",139,127,91.4
"Watertown School District","Male",133,109,82.0
"West Hartford School District","Female",423,398,94.1
"West Hartford School District","Male",412,380,92.2
"West Haven School District","Female",203,160,78.8
"West Haven School District","Male",236,146,61.9
"Westbrook School District","Female",37,36,97.3
"Westbrook School District","Male",41,39,95.1
"Weston School District","Female",103,103,100.0
"Weston School District","Male",105,103,98.1
"Westport School District","Female",221,218,98.6
"Westport School District","Male",245,242,98.8
"Wethersfield School District","Female",128,119,93.0
"Wethersfield School District","Male",142,125,88.0
"Wilton School District","Female",163,156,95.7
"Wilton School District","Male",163,157,96.3
"Windham School District","Female",91,70,76.9
"Windham School District","Male",107,79,73.8
"Windsor Locks School District","Female",78,73,93.6
"Windsor Locks School District","Male",62,54,87.1
"Windsor School District","Female",174,146,83.9
"Windsor School District","Male",181,143,79.0
"Wolcott School District","Female",111,104,93.7
"Wolcott School District","Male",110,104,94.5
"Woodstock Academy District","Female",157,152,96.8
"Woodstock Academy District","Male",127,118,92.9

